TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	Acreage	County	List Date	Contract Date	Off Mkt Dt	Closed Date
AT	950	N	Michigan	AVE	4502	Chicago	Illinois	60611	8008		299	299	182	Condo, High Rise (7+ Stories)		1984	07609578	CLSD		1595000	1450000	1450000	1549000	Cash	N/A	94%	91%	299	299	17032070681078	No			16881.15	None	2009	1369	No		No	No		45		2175	Estimated				N (North), S (South), E (East), City, Lake/Water, Park	6	3	3	0	2	1	2.1				None	None	Elegance/Sophistication! Tall windows, all rms w/hi fl lk, city, shore vus! Top renov/best materials. Hdwd flrs, 10.5ft ceilings, excpl build-out. Huge LR-DR-Open Den(3rd BR) for entertaining! Home sound sys, lg storage, open cherry kit w/SS appls-W/D. Huge mst-ste, spa white marble bth-sep shwr, LG mst-closet. Lighting+silk drapery incl! Full serv bldg. Don't miss this fantastic move-in home!	Exquisite 100% custom renov, top-of-line throughout home! 2175 SF currently 2 bed suites + den (3rd bed), 10.5 ft ceilings! Gourmet kit, Subzero, Miele W/D, granite tops, open & spacious. Designer Deluxe Home! DR sconces excluded.	2	Central Air, Zoned	Electric, Radiant, Indv Controls		Vaulted/Cathedral Ceilings, Hardwood Floors, Laundry Hook-Up in Unit	NO	Oven-Double, Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Service Elevator, Whirlpool, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Scavenger, Snow Removal		Penny Berman	(312) 664-6055	96			Carpet	Hardwood				Hardwood			Hardwood	Hardwood	Full	Carpet	13X12	13X14		18X14	18X24	11X10		14X12	Foyer	Whirlpool, Separate Shower, Double Sink	Separate	Storms/Screens, End Unit		Cook	08/16/2010	06/10/2011	06/10/2011	06/28/2011
AT	950	N	Michigan	AVE	3805	Chicago	Illinois	60611	8008	ONE MAGNIFICENT MILE	299	299	182	Condo		1984	07610664	CLSD		965000	900000	900000	925000	Conventional	N/A	97%	93%	275	275	17032070681045	No			13060.59	None	2009	1059	No		No	No		38		1860	Estimated				N (North), E (East), City, Lake/Water	5	2	2	0	3	1	3.1		1	Attached	None	None	ENJOY BEAUTIFUL VIEWS OF OAK STREET BEACH & LAKE MICHIGAN FROM EVERY WINDOW. #3805 HAS BEEN METICULOUSLY RENOVATED W/9' CEILINGS, CROWN MOLDINGS, HDWD FLOORS & KITCHEN W/TOP SS APPLIANCES & GRANITE BREAKFAST BAR OPEN TO DINING ROOM. MASTER BR W/HIS & HER MARBLE BATHS & ADJOINING DRESSING AREA & CUSTOM CLOSETS. 2ND BR W/CUSTOM WALL UNIT. PRISTINE HOME IN A+ BLDG. ON-SITE MGMT, INDOOR POOL, HEALTH CLUB & VALET PKG.	ELEGANT RESIDENCE IN THE SKY AT ONE MAG MILE. ONE 30LB DOG ALLOWED. GARAGE VALET PARKING. EXCLUSIONS INCLUDE FOYER, DINING & MASTER BEDROOM MIRRORS & FOYER & DINING ROOM CHANDELIERS & DINING ROOM SCONCES.		Central Air	Electric, Radiant, Zoned		Hardwood Floors, Laundry Hook-Up in Unit	NO	Oven-Double, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal		Door Person, Elevator, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Service Elevator, Whirlpool	Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	12X10			16X15	33X18	16X11		COMBO	Other		Combined w/ LivRm			Cook	08/17/2010	05/18/2011	05/18/2011	06/21/2011
AT	950	N	Michigan	AVE	3602	Chicago	Illinois	60611	8008		299	299	182	Condo, High Rise (7+ Stories)	55	1984	08236523	CLSD		1300000	1200000	1200000	1300000	Conventional	N/A	92%	92%	95	95	17032070681069				15063	None	2011	1356	No		No	No		36		2175	Landlord/Tenant/Seller				City, Lake/Water, Park	6	2	2	0	2	1	2.1		2	Attached	None	None	Unbelievable lake and city views from Chicago's premier location-One Mag Mile. Recent renovation of this almost 2200 sqft beauty. Highly upgrd kitch w/top of the line apps. Brazilian cherry flrs throughout. Enormous mstr.suite inclds mstr.bath w/natural stone,whirlpool tub & sep shower w/body sprays. Huge walk-in closet. Pool,24 hr doorman,wrkout rm,etc. Oak St beach and Michigan Ave shops right outside your door.	For showings there's metered street parking on Inner LSD east of property.		Central Air	Electric, Radiant		Bar-Wet, Hardwood Floors, Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Sauna, Security Door Locks, Service Elevator, Whirlpool	Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	OOR	OOR	(000) 000-0000				Hardwood					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	16X13			18X14	17X17	16X14		13X16	Den, Foyer, Walk In Closet		Combined w/ LivRm			Cook	12/17/2012	03/21/2013	03/21/2013	05/14/2013
AT	950	N	MICHIGAN	AVE	3302	Chicago	Illinois	60611	8008		299	299	182	Condo, High Rise (7+ Stories)	55	1984	08257567	CLSD		1300000	1100000	1100000	1300000	Conventional	N/A	85%	85%	587	36	17032070681066				16051	Homeowner	2010	1340	No		No	No		33	3/4	2175	Landlord/Tenant/Seller				N (North), S (South), E (East), City, Lake/Water, Park	6	3	3	0	4	0	4		2	Attached	None	None	STUNNING MAG MILE MASTERPIECE! MOST coveted address in Chicago! Lake/park/skyline views from EVERY window! Full gut w/ $400k+ of custom finishes! Extensive millwork &herringbone oak flrs! Custom paneled office opens to living/dining, shut double doors & use as 3rd bed! Massive master w/prvt foyer, his/her baths & 3 walkins! Striking kitch w/ custom cherry cabs, designer tiles, prof appls! INCREDIBLE price!	The most coveted address on Mag Mile! Versatile 3rd bed/office opens to living rm! 8 closets throughout! Laundry room! Valet Garage $325/mo! MUST SEE!		Central Air, Zoned	Electric, Radiant, Zoned		Bar-Dry, Hardwood Floors, 1st Floor Laundry, Laundry Hook-Up in Unit	No	Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Sauna, Service Elevator, Whirlpool	Air Conditioning, Common Insurance, Security, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	N/A	N/A	(999) 999-9999		Yes		Carpet	Hardwood				Hardwood	Humidifier, TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	12X13	12X14		18X14	17X23	12X12		12X14	Foyer	Double Sink	Separate	End Unit, Master Antenna		Cook	01/25/2013	03/01/2013	03/01/2013	04/16/2013
AT	950	N	MICHIGAN	AVE	3201	Chicago	Illinois	60611	8008	ONE MAGNIFICENT MILE	299	299	181	Condo, High Rise (7+ Stories)		1984	07709173	CLSD		450000	425000	425000	450000	Conventional	N/A	94%	94%	28	28	17032070681133				8250.96	None	2009	645	No		No	No		32		1570	Estimated				N (North), E (East), W (West), City, Lake/Water	5	1	1	0	1	1	1.1				None	None	ELEGANT 1BR PLUS DEN, 1.1 BA HOME W/ SPACIOUS LIVING AREAS, AND BEAUTIFUL WESTERN VIEWS THROUGH FLOOR TO CEILING WINDOWS. LARGE MASTER SUITE W/ DUAL WALK IN CLOSETS AND GRAND MARBLE BATH. WONDERFUL STORAGE WITHIN UNIT. THIS UNIT IS IN AMAZING CONDITION, AND READY FOR MOVE IN, OR FOR SOMEONE'S DECORATING IDEAS. FULL AMENITY BUILDING INCLUDES ON-SITE MANAGEMENT, INDOOR POOL, DECK, HEALTH CLUB, AND VALET PARKING.			Central Air	Electric, Forced Air		Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors	Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool															Other	Carpet	Full	Carpet				22X13	21X08	15X09		COMBO	Den, Foyer		Combined w/ LivRm			Cook	01/12/2011	02/08/2011	02/08/2011	03/10/2011
AT	950	N	Michigan	AVE	4303	Chicago	Illinois	60611	8008		299	299	182	Condo, High Rise (7+ Stories)		1984	07705925	CLSD		1300000	1300000	1300000	1300000	Cash	N/A	100%	100%	1	1	17032070681100				14700	None	2009	1403	No		No	No		43		2430	Builder				S (South), W (West), City	6	3	3	0	3	1	3.1		2	Attached	None	None	Wonderful 2,430 sq ft  home in the sky. The huge living room i  could be a combo & dining rm used as a den.   Kitchen was  thoughtfully re-designed and rehabbed approx 10 years ago and still in almost new condition. Panaromic views from East overlooking Oak Street Beach, to north up the   lakefront and west over the city skyline.3 en-suite bedrooms and a powder room. Prime location Full amenties building. Show&Sell	Closing can not be before August 19th, 2011  One dog up to 30 lbs weight limit  leased valet garage - can have more than one space  New owner  cannot lease out  unit  until after ownershop of one year		Central Air, Zoned	Electric, Radiant, Indv Controls, Zoned		Laundry Hook-Up in Unit, Storage	NO	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, Wine Cooler/Refrigerator		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Sauna, Service Elevator, Whirlpool	Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Other				96	No		Carpet	Hardwood				Hardwood	Humidifier, TV-Cable, Fire Sprinklers		Ceramic Tile	Carpet	Full	Carpet	12X13	12X14		20X13	26X19	11X14		12X14	No additional rooms	Separate Shower, Double Sink, Bidet	Separate			Cook	01/07/2011	01/07/2011	01/07/2011	08/20/2010
AT	950	N	Michigan	AVE	4201	Chicago	Illinois	60611	8008		299	299	181	Condo	57	1983	08323542	CLSD		460000	426000	426000	460000	Cash	N/A	93%	93%	2	2	17031070681143				8884.83	None	2011	800	No		No	No		42		1570	Builder				S (South), W (West)	4	1	1	0	1	1	1.1		1	Attached	None	None	SOLD BEFORE PRINT			Central Air	Electric, Radiant			No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, Compactor-Trash		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Service Elevator	Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	Penny	Penny Berman	(312) 664-6055									Carpet			Ceramic Tile	Carpet	Full	Carpet				20X13	21X18	13X09		14X13	No additional rooms	Separate Shower, Double Sink	Separate			Cook	04/22/2013	04/23/2013	04/23/2013	05/06/2013
AT	950	N	MICHIGAN	AVE	3703	Chicago	Illinois	60611	8008	ONE MAGNIFICENT MILE	299	299	181	Condo, High Rise (7+ Stories)	59	1984	08416672	CLSD		2650000	1980000	1980000	2275000	Conventional	N/A	87%	75%	193	193	17032070681104				24362	Homeowner	2012	2207	No		No	No		37	HIGH-RISE	4000	Builder				N (North), S (South), E (East), W (West), City, Lake/Water	9	4	4	0	3	1	3.1		2	Attached	None	None	A fabulous wrap around floor plan with 4 bdms, family rm, library and 3 1/2 bths in full amenity building on Michigan Ave. Pristined condition. Amenities include large foyer, hardwd floors, solid doors, organized closets & storage rm. Kitchen w/ breakfast bar, granite and upscale appliances. Large master has 2 walk in closets, bath with separate shower, dual sinks & soaking tub.  Great east, north and west views.	2ND PIN 17-03-207-068-1138. 1 DOG PER UNIT.		Central Air, Zoned	Electric, Zoned		Laundry Hook-Up in Unit, Storage	No	Oven-Double, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Sauna, Valet/Cleaner	Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	Self Managed	Penny Berman	(312) 664-6055	90			Carpet	Carpet	Carpet			Hardwood		Hardwood	Granite	Hardwood	Full	Carpet	12X10	12X10	16X11	19X13	19X19	12X12	27X16	13X11	Foyer, Library, Storage	Separate Shower, Double Sink, Bidet, Soaking Tub	Combined w/ LivRm			Cook	08/09/2013	02/17/2014	02/17/2014	04/28/2014
AT	950	N	Michigan	AVE	3802	Chicago	Illinois	60611	8008		299	299	183	Condo, High Rise (7+ Stories)	56	1984	08439920	CLSD		1595000	1350000	1350000	1495000	Cash	N/A	90%	85%	29	29	17032070681071				15834.32	None	2012	1368	No		No	No		38		2175	Builder				E (East), City, Lake/Water, Park	6	3	3	0	3	0	3		2	Attached	None	None	Spectacular Oak Street Beach and Lake Michigan views from every picture window. A splendid,  recent total renovation makes this a turn-key home ready to move right in. It is a WOW From the moment one enters featuring a huge great room for grand entertaining encompassing the kitchen including top grade appliances & an inviting stainless topped island, the dining & living room & shared with a glass walled den/3rd BR.	Owner can rent after one year. One dog only up to 30 lbs   Owners are IL licensed brokers  This home is splendid. It has all the finishes.  open entertaining area & gorgeous lake views your clients are looking for in a newly renovated home		Central Air, Zoned, 2 Separate Systems	Electric, Radiant		Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven/Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Sauna, Service Elevator, Whirlpool, Other	Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Other	Self managed	Penny	(312) 664-6055	96	No		Carpet	Hardwood				Hardwood	Humidifier, TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	12X15	13X12		14X19	22X18	13X13		20X12	Foyer	Separate Shower, Double Sink, European Shower, Full Body Spray Shower, Soaking Tub	Combined w/ LivRm	Roof Deck, Cable Access		Cook	09/09/2013	10/07/2013	10/07/2013	11/22/2013
AT	950	N	MICHIGAN	AVE	2604	Chicago	Illinois	60611	8008		299	299	182	Condo	56	1984	08454770	CLSD		639000	545000	545000	595000	Conventional	N/A	92%	85%	127	127	17032070681162				9563.75	None	2012	826	No		No	No		26		1830	Estimated					5	2	2	0	2	1	2.1		1	Attached	None	None	GREAT OPPORTUNITY! 1830 SQUARE FOOT GOLD COAST RESIDENCE. 2 BEDROOMS 2.1 BATHS. FULL AMENITY WELL LOCATED BUILDING OFFERING EASY ACCESS TO RESTAURANTS, SHOPPING, BEACH AND LAKE. 30 POUND LIMIT ON PETS. ORIGINAL CONDITION.	SELLER WILL PROVIDE A CREDIT UP TO $20,000 AT CLOSING TO LEVEL THE FLOORS.		Central Air, Zoned	Electric, Radiant, Indv Controls, Zoned			No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal			Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Other	SELF MANAGED	PENNY BERMAN	(312) 664-6055														Full	Carpet	12X13			15X14	16X26	16X11		12X14	No additional rooms		Separate			Cook	09/27/2013	01/31/2014	01/31/2014	03/11/2014
AT	950	N	MICHIGAN	AVE	3004	Chicago	Illinois	60611	8008		299	299	182	Condo	56	1984	08462435	CLSD		625000	575000	575000	625000	Cash	N/A	92%	92%	11	11	17032070681166				9253	Homeowner	2012	835	No		No	No		30		1830	Builder					5	2	2	0	3	1	3.1		2	Attached	None	None	This 1830 foot meticulously maintained 2 bedroom, 3 and a half bath unit in fantastic full amenity building as had one owner. Great opportunity to customize this centrally located condo to shopping, restaurants, lake and beach in walk to everything location.	this unit is in original condition with newer stainless appliances		Central Air, Zoned	Electric, Radiant, Indv Controls, Zoned			No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal			Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Other	self managed	Penny Berman	(312) 646-6055									Hardwood					Full	Carpet	12X13			15X14	16X26	16X11		12X14	No additional rooms	Whirlpool, Separate Shower, Bidet	Separate			Cook	10/08/2013	10/18/2013	10/18/2013	11/15/2013
AT	950	N	Michigan	AVE	4706	Chicago	Illinois	60611	8008		299	299	182	Condo	57	1984	08477116	CLSD		1100000	1050000	1050000	1100000	Cash	N/A	95%	95%	7	7	17032070681026				20140	None	2012	1739	No		Unknown	No		47		2350	Builder				S (South), E (East), W (West)	5	2	2	0	3	1	3.1	0	1	Attached	None	None	FABULOUS SOUTH, EAST AND WEST VIEWS FOR MILES!  COVETED 06 TIER IN ORIGINAL CONDITION.  LARGE MASTER SUITE, HIS/HER PRIVATE BATHS. 10FT CEILINGS AND UNIQUE "GREENHOUSE" WINDOWS IN LIVING/DINING ROOM. 3 FULL BATHS AND 1 POWDER ROOM.  FANTASTIC BUILDING AT THE TOP OF THE MAG MILE. VALET GARAGE PARKING.LAP POOL, JACUZZI, STEAM ROOM, GYM, SUNDECK ON 21ST FL, SPIAGGIA IN BLDG, FULL AMENITY W 24 HR DOOR PERSON.  SOLD AS IS			Central Air	Forced Air, Other		Skylight(s)	Yes			Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Valet/Cleaner	Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal	SELF MANAGED	PENNY BERMAN	(312) 664-6055				Carpet					Carpet			Granite	Carpet	Full	Carpet	13X12			19X14	18X22	12X12		11X15	No additional rooms	Whirlpool, Separate Shower, Double Sink		Balcony		Cook	10/29/2013	11/04/2013	11/04/2013	12/05/2013
AT	950	N	MICHIGAN	AVE	4603	Chicago	Illinois	60611	8008		299	299	182	Condo, High Rise (7+ Stories)	56	1984	08512168	CLSD		1520000	1368000	1368000	1520000	Conventional	N/A	90%	90%	17	17	17032070681113				16912.00	None	2012	1505	No		No	No		46		0	Not Reported				N (North), E (East), W (West), City, Lake/Water, Park	6	2	2	0	2	1	2.1	0	1	Attached	None	None	RARELY AVAILABLE 03 TIER WITH SOARING 10 1/2 FT.  CEILINGS, RE-IMAGINED BY TOP CHICAGO DESIGNER.  SPECTACULAR LAKE AND CITY VIEWS!  THIS LUXURIOUS HOME FEATURES A GRACIOUS, FLOOR PLAN, 3RD BEDROOM IS OPENED AS MEDIA/DEN.  GRANITE CHEF'S KITCHEN WITH SS APPLIANCES.  CUSTOM MILL WORK THROUGHOUT.  A BREATHTAKING APARTMENT AT ONE OF MICHIGAN AVENUE'S BEST ADDRESSES!	AGENT RELATED TO SELLER		Central Air	Electric, Forced Air, Radiant, Indv Controls		Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven-Double, Microwave, Dishwasher		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Service Elevator	Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	NONE	PENNY/MAURA	(312) 664-6055														Full		18X12			20X15	20X15	15X10	15X15	15X15	No additional rooms	Separate Shower, Steam Shower, Double Sink, Bidet	Combined w/ LivRm			Cook	01/07/2014	01/23/2014	01/23/2014	05/27/2014
AT	950	N	Michigan	AVE	3804	Chicago	Illinois	60611	8008		299	299	181	Condo, High Rise (7+ Stories)	56	1984	08543059	CLSD		695000	595000	595000	620000	Conventional	N/A	96%	86%	174	174	17032070681174				11483	None	2012	1022	No		No	No		38		1830	Builder				W (West), City	5	2	2	0	3	0	3		1	Attached	None	None	One Magnificent Mile spacious 1830 sf. 2 bedroom/3 Bath. Unobstructed western exposure and south view down Michigan Ave from 38th floor. New kitchen, built-in cabinetry, & marble counters. His/Her Master Baths, electronic shades throughout, Two plasma T.V.'s. A Premiere building including: Indoor Pool, New Deck, New Exercise rm, 24-hr door staff. A beautifully managed building.	Please exclude sconces and lighting in foyer. Rental restriction: Leasing allowed after one year of ownership. Pets: One dog up to 30lbs. Garage $335/mo.. Leased, valet unlimited guest parking.		Central Air, Zoned	Electric, Radiant, Indv Controls, Zoned			No	Oven/Range, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Sauna, Security Door Locks, Service Elevator, Valet/Cleaner, Whirlpool	Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Internet Access	Self Managed	Penny Berman, Manager or Maura	(312) 664-6055	94			Hardwood					Marble	TV-Cable, Fire Sprinklers		Marble	Marble	Full	Hardwood	13X12			14X14	26X15	10X12		14X12	Foyer	Separate Shower, Soaking Tub	Separate			Cook	02/24/2014	08/16/2014	08/16/2014	10/07/2014
AT	950	N	Michigan	AVE	5003	Chicago	Illinois	60611	8008	ONE MAGNIFICENT MILE	299	299	181	Condo, High Rise (7+ Stories)	56	1984	08572566	CLSD		1425000	1283000	1283000	1425000	Conventional	N/A	90%	90%	99	99	17032070681117				16932	Homeowner, Senior	2012	1575	No		No	No		50		2430	Builder				N (North), E (East), W (West), City, Lake/Water	6	3	3	0	2	1	2.1		2	Attached	None	None	On the Mag Mile-A Premier Bldg in Chicago. Rarely avail 03 Tier on 50th Flr offers added privacy of only 3 homes on the flr. 2430 SF, 10ft ceilings, Open plan. Design changes enhance space & capture expansive views E/N/W from every picture window. Grand Living Rm & formal Din Rm, Den/Study. Oak flrs throughout, bright white granite kitchen, marble baths. Amenities: Indoor Pool, New Deck, New Ex Rm, 24hr Doorstaff.	Rental Restriction: Leasing allowed after one year of ownership. Pets: One dog up to 30 lbs. Garage $335/mo. Leased, valet, unlimited plus guest parking. Possession: Late Summer. Please Use 4 page CAR Contract).		Central Air, Zoned	Electric, Radiant, Indv Controls, Zoned		Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven-Double, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Restaurant, Sauna, Security Door Locks, Service Elevator, Valet/Cleaner, Whirlpool	Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Internet Access	Self Managed	Penny Berman, Manager or Maura	(312) 664-6055	94			Hardwood	Hardwood				Hardwood	Humidifier, TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Hardwood	13X12	14X13		20X13	28X19	10X10		14X12	Foyer	Separate Shower, Double Sink, Bidet, Soaking Tub	Separate			Cook	04/01/2014	07/08/2014	07/08/2014	09/18/2014
AT	950	N	Michigan	AVE	2204	Chicago	Illinois	60611	8008		299	299	182	Condo, High Rise (7+ Stories)	56	1984	08573160	CLSD		600000	575000	575000	600000	Cash	N/A	96%	96%	34	34	17032070681158				8585.73	Homeowner, Senior	2012	807	No		No	No		22		1830	Builder				W (West)	5	2	2	0	2	1	2.1		2	Attached	None	None	Great opportunity to buy into the prestigious One Mag Mile.  Large rms, over sized windows, open views & beautiful hardwd flrs.  Dining rm, off living rm, w/ built-ins, could also function as den/office.  Large/neutral eat-in kitchen w/ double oven & great counter space!  Private bedrms, updated master bth & closets galore.  In-unit w/d, formal entryway & ½ bath for guests.  Full amenity building in amazing location!			Central Air, Zoned	Electric, Radiant, Indv Controls, Zoned		Hardwood Floors, Laundry Hook-Up in Unit	No	Oven-Double, Dishwasher, Refrigerator, Washer, Dryer		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Sundeck, Pool-Indoors, Receiving Room, Security Door Locks, Service Elevator, Whirlpool	Air Conditioning, Water, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	N/A	PENNY BERMAN	(312) 664-6055				Carpet					Hardwood			Other	Hardwood	Full	Carpet	12X13			15X14	16X26	16X11		12X14	No additional rooms		Separate			Cook	04/01/2014	05/04/2014	05/04/2014	06/10/2014
