TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage	List Office Nm	LO	List Agent	LAG	Co-list Nm	Co-Lister	List Off. Ph.	List Dt Rcvd	List Agent Ph.	Selling Off. Nm	SO	Selling Agent	SAG	Selling Agent Ph.	Coop Comp	SCI
AT	3430	N	LAKE SHORE	DR	9K	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo, High Rise (7+ Stories)		1959	07710273	CLSD		189000	170000	170000	189000	Conventional	N/A	90%	90%	41	41	14213070471094			.35	2505.89	None	2009	565	No		No	No		9		800	Estimated				E (East), Lake/Water	4	1	1	0	1	0	1		1	Attached	Full	Partially Finished	Great Views of Belmont Harbor from this large 1 BR w/balcony! This spacious home feats hdw flrs thruout, newer kit w/gran ctrs/SS appls/ maple cabs, newer bath, tons of closets and storage space, sep dining area. Top notch building w/all the amenities and mgmt on-site. Assessment includes heat/air/dish TV. Heated Gar PKG for $150/MO. Transportation at your doorstep. Nothing to do but move in and enjoy the view!	Easy to show.		Central Air	Gas		Elevator, Hardwood Floors, Storage	NO	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman	Eadka Tidwell	(773) 348-2777	69								Hardwood	TV-Dish, CO Detectors, Ceiling Fan		Hardwood	Hardwood	None	Hardwood				14X12	23X13	9X8		9X7	No additional rooms		L-shaped	Balcony	01/13/2011	02/22/2011	02/22/2011	04/11/2011		Dream Town Realty	84729	Suzy Thomas, GREEN	112572	 		(773) 326-6500	01/14/2011	(773) 945-0120	Redfin Corporation	18705	Dario Medina	172709	(312) 401-2346	2.5% - $250 (on Net SP)	None
AT	3430	N	LAKE SHORE	DR	3K	Chicago	Illinois	60657	8006	Cook		299	299	219	Condo, High Rise (7+ Stories)	2	1974	08336534	CLSD		177000	170000	170000	177000	Conventional	N/A	96%	96%	51	51	14213070471010				2159.96		2011	575	No		No	No		3		0	Not Reported				S (South), E (East)	4	1	1	0	1	0	1		1	Attached	None	None	Lake views from this completely rehabbed oer sized one bedroom condo featuring teak floors throughout.New kitchen with cherry cabinets, ss appliances and lovely granite counters with overhang for seating.Sep dining area & an expansiveliving room.Newer bath.Rental PKG.24 door staff.No pets.Vibrant East Lakeview neighborhood.Easy Transportation.Great shops and restaurants & Lake Michigan.solid HOA Heat & AC included.			2 (Window/Wall Unit)	Forced Air		Hardwood Floors, Storage	No	Oven/Range, Microwave, Dishwasher, Refrigerator, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Storage	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	LIEBERMAN	NONE	(999) 999-9999									Hardwood	Intercom		Hardwood	Hardwood	None	Hardwood				14X12	23X14	09X09		09X07	No additional rooms		L-shaped		05/07/2013	06/26/2013	06/26/2013	08/15/2013		Coldwell Banker Residential	10115	Violet Sudler	131238	 		(312) 266-7000	05/07/2013	(312) 915-4709	Coldwell Banker Residential	10115	Violet Sudler	131238	(312) 915-4709	2.5%-$250 (on Net SP)	None
AT	3430	N	Lake Shore	DR	11P	Chicago	Illinois	60657	8006	Cook		299	299	219	Condo, High Rise (7+ Stories)	19	1955	08338907	CLSD		210000	201000	201000	210000	Conventional	N/A	96%	96%	40	40	14213070471126				3946	None	2011	912	No		No	No		11		1250	Other				E (East), W (West)	5	2	2	0	2	0	2		1	None	None	None	Incredible views of Lake Michigan, the boats of Belmont Harbor & Waveland Park. Spacious 2Bed/2Bath 11th flr condo in great building in walk to everything location. Tons of closet space. Steps to the running/walking/bike path, beach, tennis courts, softball, golf course & yacht club. 24-hour doorman, gym. Indoor parking $150/mo.  Assessment includes utilities and amenities. CTA stop in front for 36,135,145 & 151.	Building has just completed major renovation.  Entry steps, lobby, new plumbing from top to bottom. Building has storage, receiving, laundry and exercise rooms.  No wait for parking.  Vacant and easy to show through Showing Assist link.		Central Air	Gas, Indv Controls			No	Oven/Range, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Service Elevator	Heat, Air Conditioning, Gas, Common Insurance, Doorman, Exercise Facilities, Exterior Maintenance	Lieberman Management Company	Eadka	(773) 348-2777x1		Yes		Hardwood					Carpet			Vinyl	Carpet	Full	Carpet	11X14			12X15	16X21	8X9		9X8	No additional rooms		L-shaped		05/10/2013	06/18/2013	06/18/2013	07/31/2013		Berkshire Hathaway HomeServices KoenigRubloff	4225	Kathleen Reidy	32782	 		(847) 234-2500	05/10/2013	(847) 508-4528	@properties	15694	Jennifer Lapins	139075	(312) 772-5010	2.5% - $325 (on Net SP)	None
AT	3430	N	LAKE SHORE	DR	11K	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo, High Rise (7+ Stories)	19	1955	08374267	CLSD		200000	182500	182500	190000	Cash	N/A	96%	91%	30	30	14213070471122				1985	Homeowner	2011	557	No		No	No		11		800	Assessor				E (East), Lake/Water	4	1	1	0	1	0	1	0	2	Attached	None	None	STUNNING LARGE EAST-FACING RENOVATED HOME WITH VIEWS OF BELMONT HARBOR & THE LAKE FROM 11x7 PRIVATE BALCONY. PERFECT, MOVE-IN CONDITION WITH NEW KITCHEN, NEWER BATH, SEP DINING AREA, HDWD FLOORING THRU OUT. BUILT-IN CABINETS & STG CLOSETS. SERVICE ELEV. TO KITCHEN. VALET PARK FOR $140/MO. ASSESS INCL. HEAT, AIR, GAS, CABLE, 24 HR DOORMAN, EXERCISE RM. NEWER WINDOWS/HVAC. WALK SCORE 95/100 WALKERS' PARADISE.	There is no rental cap in this building.  strong reserves.		Central Air	Gas, Zoned			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management Services	Eadka Tidwell	(773) 348-2777x1		Yes							Hardwood	TV-Cable		Ceramic Tile	Hardwood	None	Hardwood				13X12	22X14	09X08		10X09	Balcony		L-shaped	Balcony	06/20/2013	07/19/2013	07/19/2013	08/09/2013		Keller Williams Preferred Rlty	85470	Jean-Marie Minton	121727	 		(708) 798-1111	06/20/2013	(312) 623-1595	NON MEMBER	NONMEMBER	Non Member	99999		2.5 - $295 (on Gross SP)	None
AT	3430	N	Lake Shore	DR	9P	Chicago	Illinois	60657	8006	Cook		299	299	219	Condo, High Rise (7+ Stories)	19	1955	08385313	CLSD		289900	265000	265000	269900	Conventional	N/A	98%	91%	85	85	14213070471098				$2,581.3	Homeowner	2012	898	No		No	No		9		0	Not Reported					5	2	2	0	2	0	2		1	Attached	None	None	Beautiful 2BR/2BA condo with new bathrooms and flooring has it all, especially the breath-taking Lake Michigan/Belmont Harbor views. Kitchen boasts gorgeous cherry cabinets and stainless steel appliances. Master suite with private updated bath. Huge 21-ft family room with all new flooring. Building is professionally maintained and managed onsite including 24hr doorman, garage, exercise room, access to everything. WOW	Call co-lister Tom Morrison with all questions/offers		Central Air	Baseboard		Elevator, Wood Laminate Floors, 1st Floor Bedroom, 1st Floor Full Bath	No	Oven-Double, Microwave, Dishwasher, Refrigerator, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, On Site Manager/Engineer, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management Services	Eadka	(773) 348-2777		Yes		Carpet					Wood Laminate	TV-Dish, Ceiling Fan	Wood Laminate	Wood Laminate		Full	Carpet	14X11			17X13		9X9	21X16	9X8	No additional rooms		L-shaped		07/03/2013	09/25/2013	09/25/2013	11/12/2013		Century 21 Affiliated	25619	Mike McCatty	606698	Thomas Morrison	220931	(708) 361-0800	07/03/2013	(708) 945-2121	Gold Coast Realty Chicago	14524	Katherine Hoffman	185536	(407) 417-5575	2.5% - $150 (on Gross SP)	None
AT	3430	N	Lake Shore	DR	5K	Chicago	Illinois	60657	8006	Cook		299	299	219	Condo, High Rise (7+ Stories)	19	1974	08503957	CLSD		154900	130000	130000	154900	Cash	N/A	84%	84%	141	1	14213070471038				1971.95	None	2012	586	No		No	No		5		800	Estimated				E (East)	4	1	1	0	1	0	1		1	Attached	None	None	Spacious and bright 1 bedroom facing East with lake views. Great floor plan with separate dining room. Ample closet space. Sought after East Lakeview location with easy transportation. Full amenity building with 24 hour doorman. Assessments also include heat, ac, cable and gas! Parking available in building for lease. Building FHA Approved. Sorry no pets.			Central Air	Gas			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Door Person, Coin Laundry, Elevator, Exercise Room	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman	Eadka Tidwell	(773) 348-2777		Yes							Carpet			Ceramic Tile	Carpet	None	Carpet				13X12	23X13	09X08		09X07	No additional rooms				12/16/2013	12/16/2013	12/16/2013	01/10/2014		@properties	15694	Linette Thompson, CRS,GRI	108604	Erin McShea	840727	(773) 862-0200	12/16/2013	(773) 858-3080	@properties	15694	Linette Thompson	108604	(773) 858-3080	2.5% - $295 (on Net SP)	None
AT	3430	N	Lake Shore	DR	18K	Chicago	Illinois	60657	8006	Cook		299	299	219	Condo, High Rise (7+ Stories)	20	1974	08539999	CLSD		194250	155000	155000	155000	Conventional	F	100%	80%	109	109	14213070471203				1700	None	2012	663	No		No	No		18		950	Estimated				S (South)	4	1	1	0	1	0	1				None	None	DON'T MISS OUT!  High floor spacious and bright 1 bedroom facing East with lake views. Great floor plan with separate dining room. Ample closet space. Sought after East Lakeview location with easy transportation. Full amenity building with 24 hour doorman. Assessments also include heat, ac, cable and gas! this is a Fannie Mea Homepath property.  All measurements are estimates. buiding FHA Approved. Sorry no pets.	This is a Fannie Mae owned property. the sellers have directed that all offers are to be made on their online offer system at homepath.com		None	Gas			No				Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management	Eadka Tidwell	(773) 348-2777		Yes												None					13X12	23X13	09X08		15X18	No additional rooms				02/18/2014	06/06/2014	06/06/2014	07/28/2014		Key Realty, Inc.	18712	Timothy Blomquist	113736	 		(847) 981-5035	02/19/2014	(847) 981-5035	@properties	4420	Ginger Cavalier	33954	(847) 507-3348	3% (on Gross SP)	None
AT	3430	N	Lake Shore	DR	10P	Chicago	Illinois	60657	8006	Cook		299	299	219	Condo, High Rise (7+ Stories)	19	1955	08742616	CLSD		279000	266000	266000	279000	Conventional	N/A	95%	95%	4	4	14213070471112				3092.98	None	2013	942	No		No	No		10		0	Not Reported				E (East), W (West), Lake/Water	5	2	2	0	2	0	2		1	Attached	None	None	Sophisticated and sleek renovation with sparkling lake views in this expansive 2 bdrm/2 bath home.  Open kitchen features custom cabinetry, granite & stainless steel appliances.  Hardwood floors throughout, spacious bedrooms, modern immaculate bathrooms, and east/west exposures make this the ideal place.  Exclusive Lake Shore Drive address and meticulously kept unit.  Garage parking available.			Central Air	Baseboard		Elevator	No	Oven/Range, Microwave, Dishwasher, Refrigerator, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, On Site Manager/Engineer, Service Elevator	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman	Eadka Tidwell	(773) 348-2777x1		Yes												Full		14X11			17X13	21X16	9X9		9X8	No additional rooms		Separate		10/01/2014	10/04/2014	10/04/2014	11/06/2014		Berkshire Hathaway HomeServices KoenigRubloff	84215	Brad Lippitz	126952	Brittany Shapiro	868144	(773) 404-1144	10/01/2014		Berkshire Hathaway HomeServices KoenigRubloff	3750	Jonathon Nagatani	34531	(847) 999-2399	2.5% - $325 (on Net SP)	None
AT	3430	N	Lake Shore	DR	5M	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo	19	1955	08786210	CLSD		147500	135000	135000	135000	Conventional	N/A	100%	92%	317	95	14213070471040				1,772.91	None	2012	554	No		No	No		5		800	Other				W (West)	4	1	1	0	1	0	1		0	Attached	None	None	Imagine your lifestyle across from Belmont harbor with its glistening water, expansive grassy lawn, and pathway full of bikers and walkers!  Excellent location, grt price!  Grocery, shopping, restaurants to the west!  Bus stop in front of bldg!  Assess incl basic cable, HEAT, WATER, 24 fr hr door person!  Building improvements include newer windows!  Excellent reserves, no rental cap.  Parking avail for $165/mo!	Please contact Marie McCall for any and all questions.  mariemccall@atproperties.com; 630-567-3797		Central Air	Forced Air			No	Oven/Range, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Security Door Locks	Heat, Air Conditioning, Water, Common Insurance, Security, Doorman, Exercise Facilities	Lieberman Management	Eadka Tidwell	(773) 348-2777		Yes							Carpet				Carpet	None	Carpet				14X11	21X13	9X8		9X8	No additional rooms		L-shaped		11/14/2014	02/16/2015	02/16/2015	03/24/2015		@properties	25792	Thomas Makinney	245447	Marie McCall, ABR,CNC	245238	(630) 530-0900	11/14/2014	(630) 567-5902	@properties	84025	Elizabeth Lothamer	102587	(773) 655-5344	2.5% - $250 (on Net SP)	None
AT	3430	N	Lake Shore	DR	11M	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo	19	1959	08915992	CLSD		182000	181000	181000	182000	Cash	N/A	99%	99%	30	30	14213070471124				1399.47	Homeowner	2013	579	No		No	No		11		800	Estimated					4	1	1	0	1	0	1		0	Attached	None	None	A castle in the sky! Amazing, recently  rehabbed unit in ideal location! Royally gorgeous oak flrs in Living Rm & Bedrm.A Kitchen fit for a queen features newer cabs,rich granite countertops & stunning marble floors.Regally remodeled bath boasts custom tile work, elegant vessel sink atop a super sleek vanity along w/top flush toilet.Abundance of closet space, great location, full amenities & the beach just steps away	New A/C Water Heater Windows and Piping throughout building. Easy showing. Bring your clients today!		Central Air	Forced Air			No				Common Insurance, Doorman, Exercise Facilities, Exterior Maintenance	Lieberman Management	Eadka Tidwell	(773) 348-2777x1		Yes							Hardwood			Marble	Hardwood	None	Hardwood				14X11	21X13	9X8		9X8	No additional rooms		Separate		05/08/2015	06/06/2015	06/06/2015	07/29/2015		Baird & Warner	8002	Patty Lucas, GRI	80572	 		(847) 392-1855	05/08/2015	(847) 818-6039	Baird & Warner	10273	Michael Hall	111699	(773) 710-3990	2.5% - $295 (on Net SP)	None
AT	3430	N	Lake Shore	DR	3H	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo	19	1955	08912221	CLSD		219900	147500	147500	169900	Cash	N/A	87%	67%	218	127	14213070471008				2931.39	Homeowner	2014	1029	No		No	No		3		1200	Estimated					5	2	2	0	2	0	2		1	Attached	None	None	HUGE PRICE DROP!! ESTATE SALE. SOLD AS IS! Hard to find H unit with beautiful view of Lake Shore Drive. Needs updating, but is priced to sell! Master BR has Master Bedroom Bath, Walk In Closet and second closet. 24 Hour Doorman, On site Management, Workout facility, Bike Room. Laundry room in the building, not in the unit. Parking is $170 per month, Valet only. Will look at all offers! No rental cap. Must have a 12 month lease with all rentals.	No Rental Cap, 12 Month Lease only if renting. Priced to sell! Very Motivated Seller! Earnest money must be made payable to: CHICAGO TITLE COMPANY. Please use 6.0 contract and include ALL disclosures signed by all parties.		3+ (Window/Wall Unit)	2+ Sep Heating Systems, Indv Controls			No	Oven/Range, Dishwasher, Refrigerator			Heat, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management Services	Eadka Tidwell	(773) 348-2777x1		Yes		Carpet					Carpet			Vinyl	Carpet	Full	Carpet	14X11			16X13	22X15	9X8		9X9	No additional rooms		L-shaped		05/05/2015	09/08/2015	09/08/2015	09/24/2015		Select a Fee RE System	61075	Therese Stepien	215398	 		(312) 421-1000	05/05/2015	(773) 793-6783	Berkshire Hathaway HomeServices KoenigRubloff	10900	Linda Breedlove	130125		2.5% - $300 (on Net SP)	None
AT	3430	N	LAKE SHORE	DR	9P	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo, High Rise (7+ Stories)	20	1957	08986299	CLSD		320000	300000	300000	320000	Cash	N/A	94%	94%	28	28	14213070471098				2561		2014	945	No		Unknown	No		20		0	Not Reported				N (North), E (East), Lake/Water	5	2	2	0	2	0	2				None	None	Take in lake views from your entire living and kitchen area! Stunning look of the harbor. Bright 2 bed, 2 bath condo. Large and open living room, spacious bedrooms, good closet space! Fresh paint! Remodeled kitchen, hardwood floors, new furniture. Avail furnished as well. Don't miss this opportunity! Rentals are allowed. Come see this gorgeous place in the heart of lakeview!	24 hrs notice to show!		None	Gas		Storage	No			Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Receiving Room	Heat, Water, Gas, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management	Bob	(847) 459-0000														Full		11X14			12X15	16X21	8X8		8X8	No additional rooms		Combined w/ LivRm		07/17/2015	08/13/2015	08/13/2015	10/26/2015		Gold Coast Realty Chicago	14524	Katherine Hoffman	185536	 		(312) 280-9600	07/17/2015	(407) 417-5575	Berkshire Hathaway HomeServices KoenigRubloff	10900	Jayne Alofs	107564	(312) 475-4593	2.5% ON NP - $325 (on Net SP)	None
AT	3430	N	Lake Shore	DR	8H	Chicago	Illinois	60657	8006	Cook		299	299	220	Condo	19	1955	09074767	CLSD		329000	310000	310000	329000	Cash	N/A	94%	94%	38	38	14213070471078				3537.3	None	2014	1068	No		No	No		8		0	Not Reported				E (East), Lake/Water	5	2	2	0	2	0	2		2	Attached	None	None	GORGEOUS, UPGRADED CONDO WITH STUNNING VIEWS! This spacious 2bed / 2bath unit is move-in ready and boasts spectacular views of Belmont Harbor and the lake from every room. Terrific floorplan with separate dining area and ample closet space. Completely remodeled kitchen with french doors, granite counters and built-in appliances. Upgraded bathrooms. Large master bedroom suite with corner window and custom walk-in closet. Second bedroom with custom closet. Very well maintained  building with 24-hour doorman, on-site management, garage, exercise facility, laundry room, storage and bike room. Newer windows, HVAC and copper plumbing. Close to transportation, restaurants, shopping and the lakefront. Assessments include heat, air, gas and cable.	Easy to show on short notice.		Central Air	Forced Air, Indv Controls			No			Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer	Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Snow Removal	Lieberman Management Services	Eadka Tidwell	(773) 348-2777	72								Carpet				Carpet	Full	Carpet	11X14			12X16	15X22	8X9		8X10	No additional rooms				10/29/2015	12/05/2015	12/05/2015	02/26/2016		Baird & Warner	10274	Judie Maginn	879285	 		(773) 697-5555	10/29/2015	(415) 608-0554	Baird & Warner	11000	Eric Carlson	142864	(773) 758-2883	2.5% - $300. (on Net SP)	None
AT	3430	N	Lake Shore	DR	12L	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo, High Rise (7+ Stories)	19	1955	09033724	CLSD		269900	215000	215000	239900	Conventional	N/A	90%	80%	168	168	14213070471137				3061.22		2014	949	No		No	No		12		0	Not Reported				E (East), W (West)	5	2	2	0	2	0	2		1	Attached	None	None	JUST REDUCED! Motivated seller! Great city living in beautifully maintained spacious 12th floor condo with stunning lake, harbor and city views.  Enjoy sunrise and sunset.  Move-in ready condition with modern baths, good closet space, fully repainted rooms, refinished wood floors in living and dining areas, kitchen and hallway, brand new carpeting in bedrooms and other new updates.  Building includes 24-hour doorman, laundry room, private storage, bike space, available valet parking for $150/month and new plumbing.    Vibrant neighborhood within steps to transportation, restaurants, shopping, bike path and lakefront.  A must see!	OPEN HOUSE SUNDAY 11/1 from 12pm-2pm. Minimal 12 month lease, if renting. Seller has already moved out, ready to move in, easy to show. No pets allowed.		3+ (Window/Wall Unit)	2+ Sep Heating Systems, Indv Controls		Elevator, Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Receiving Room	Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Lieberman Management	Eadka Tidwell	(773) 348-2777x1		Yes		Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	11X14			12X16	14X22	8X9		8X10	Foyer				09/08/2015	02/22/2016	02/22/2016	03/29/2016		Goldtree Realty	10687	Julian Taylor	133158	 		(847) 674-4445	09/09/2015		Chicago Apartment Finders-CBRB	86258	Victoria Jader	840078	(312) 498-6785	2.5%-$200 (on Net SP)	None
AT	3430	N	LAKE SHORE	DR	18L	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo, High Rise (7+ Stories)	19	1955	09032744	CLSD		385000	368000	368000	385000	Conventional	N/A	96%	96%	35	35	14213070471204				3895.13	Homeowner	2014	1320	No		No	No		18		0	Not Reported				E (East), W (West)	6	3	3	0	3	0	3	0	1	Attached	None	None	Large 3 bedroom/3 full bathroom penthouse with lake views, fresh paint and new floors. Lots of natural sunlight, enjoy your mornings on the balcony overlooking the drive and harbor. Bright kitchen with SS appliances and roomy eating area for a kitchen table. Master bedroom with full, guest suite with full bathroom, California closets. Doorman and valet parking for $160/mo. Building is professionally managed.	See property disclosures under additional information, HOA reserves in excess of $700K, no specials. This condo is also available for rent. Immediate availability.		Central Air	Gas			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights	Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger	LIBERMAN MANAGEMENT	EADKA	(773) 348-2777				Carpet	Carpet				Hardwood			Hardwood	Hardwood	Full	Carpet	15X12	15X12		18X15	21X16	11X07		12X10	No additional rooms			Balcony	09/08/2015	10/12/2015	10/12/2015	11/20/2015		Coldwell Banker Residential	10115	Rakesh Parikh	172449	 		(312) 266-7000	09/08/2015		Chicago Real Estate Artists LLC	85102	Brady Miller	189535	(773) 977-8553	2.5%-$325 (on Net SP)	None
AT	3430	N	Lake Shore	DR	5L	Chicago	Illinois	60657	8006	Cook		299	299	218	Condo, High Rise (7+ Stories)	19	1955	09043794	CLSD		249000	185000	185000	199500	Cash	N/A	93%	74%	38	38	14213070471039			.49	2443.6	Homeowner	2014	872	No		No	No		5		0	Not Reported				E (East), W (West)	5	2	2	0	2	0	2		1	Attached	None	None	LAKEFRONT/HARBOR VIEWS AND ALL EAST LAKEVIEW HAS TO OFFER AT YOUR DOOR STEP. 2 BEDROOM 2 BATH HOME WITH AN ABUNDANCE OF CLOSET SPACE.  NICE LIGHT COMING IN FROM THE EAST AND WEST.  VERY CLEAN AND EXTREMELY WELL MAINTAINED BUILDING WITH ON-SITE MANAGEMENT, ENGINEER, DOOR STAFF, STORAGE, EXERCISE ROOM, BIKE ROOM AND HUGE WELL APPOINTED LAUNDRY FACILITY. QUIET, SOLID AND UPDATED HOME WITH A GRANITE EAT IN KITCHEN AND A LARGE LIVING SPACE ENOUGH FOR A DINING TABLE.  NEWER WINDOWS, HVAC, UPDATED COPPER PLUMBING, HALLWAYS, ELEVATORS AND EXTERIOR.  LOW TAXES AND WELL PRICED VALET PARKING ON-SITE.	VALET RENTAL PARKING IN THE BUILDING AVAILABLE IMMEDIATELY.  SOLID BUILDING/ASSOCIATION.  SEE THE VIRTUAL TOUR FOR INTERACTIVE FLOOR PLAN.		3+ (Window/Wall Unit)	Hot Water/Steam, 2+ Sep Heating Systems, Indv Controls		Elevator, Hardwood Floors, Storage	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Receiving Room, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	LIEBERMAN	EDAKA TIDWELL	(773) 348-2777	72	Yes		Carpet					Hardwood			Hardwood	Carpet	Full	Carpet	14X11			15X13	22X15	09X08		09X09	Foyer				09/21/2015	10/28/2015	10/28/2015	11/19/2015		Berkshire Hathaway HomeServices KoenigRubloff	10900	Mario Greco	113690	Kevin Fitzgerald	138130	(312) 642-1400	09/21/2015	(773) 687-4696	Kale Realty	18426	Natalia Ivanova	878144	(312) 804-5558	2.5% -$325 (on Net SP)	None
