TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	County	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	List Date	Contract Date	Off Mkt Dt	Closed Date	Acreage	List Office Nm	LO	List Agent	LAG	Co-list Nm	Co-Lister	List Off. Ph.	List Dt Rcvd	List Agent Ph.	Selling Off. Nm	SO	Selling Agent	SAG	Selling Agent Ph.	Coop Comp	SCI
AT	235	W	VAN BUREN	ST	1705	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07277332	CLSD		293400	327270	327270	293400	Conventional	N/A	112%	112%	1	1	17162380261071				NEW		2007	334	Yes		No			17		995					S (South), Park	5	2	2	0	2		2		1	Attached	None	None	SOLD BEFORE PRINT	SALES CENTER OPEN MON- FRI 12-6PM | SAT & SUN 12-5PM		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	10X10			13X10	15X11	9X9		COMBO		Double Sink	Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/21/2009	(312) 376-2035	C T Property Group Inc	18069	Ramesh Chokshi	163487		2.5%-$100	None
AT	235	W	VAN BUREN	ST	2106	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07276338	CLSD		208900	208900	208900	208900	Conventional	N/A	100%	100%	1	1	17162380010000				NEW		2007	234	Yes		No			21		696					S (South), Park	4	1	1	0	1		1				None	None	SOLD BEFORE PRINT			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room	Heat, Air Conditioning, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal												Hardwood	Fire Sprinklers, CO Detectors		Hardwood	Hardwood	None	Carpet				11X10	14X12	12X6		COMBO			Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/20/2009	(312) 376-2035	C T Property Group Inc	18069	Ramesh Chokshi	163487		2.5%-$100	None
AT	235	W	VAN BUREN	ST	1714	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07277551	CLSD		292900	327200	327200	292900	Conventional	N/A	112%	112%	1	1	17162380010000				NEW		2007	307	Yes		No			17		916					N (North), W (West), City	5	2	2	0	2		2		1	Attached	None	None	SOLD BEFORE PRINT	SALES CENTER OPEN MON- FRI 12-6PM | SAT & SUN 12-5PM		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	11X10			12X10	18X11	10X8		COMBO		Double Sink	Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/21/2009	(312) 376-2035	Justema Realty	22206	Vijay Parikh	213135	(708) 482-3838	2.5%-$100	None
AT	235	W	VAN BUREN	ST	1505	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07277326	CLSD		289900	321800	321800	289900	Conventional	N/A	111%	111%	1	1	17162380010000				NEW		2007	334	Yes		No			15		995					S (South), Park	5	2	2	0	2		2		1	Attached	None	None	SOLD BEFORE PRINT	SALES CENTER OPEN MON- FRI 12-6PM | SAT & SUN 12-5PM		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood	Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Carpet	10X10			13X10	15X11	9X9		COMBO		Double Sink	Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/21/2009	(312) 376-2035	C T Property Group Inc	18069	Ramesh Chokshi	163487		2.5%-$100	None
AT	235	W	VAN BUREN	ST	1513	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07276742	CLSD		239900	270655	270655	239900	Conventional	N/A	113%	113%	1	1	17162380010000				NEW		2007	251	Yes		No			15		749					W (West), City	5	2	2	0	1		1		1	Attached	None	None	SOLD BEFORE PRINT	SALES CENTER LOCATED AT 235 W. VAN BUREN. | MON-FRI 11AM-6PM| SAT-SUN 12PM-5PM|		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	None	Carpet	10X10			11X10	13X11	12X8		COMBO			Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/20/2009	(312) 376-2035	CMK Realty	14772	Scott Hoskins	103173	(312) 376-2035	2.5%-$100	None
AT	235	W	VAN BUREN	ST	1804	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo		2009	07276962	CLSD		272900	308510	308510	272900	Conventional	N/A	113%	113%	1	1	17162380010000				NEW		2007	298	Yes		No			18		888					S (South), Park	5	2	2	0	2		2		1	Attached	None		SOLD BEFORE PRINT	SALES CENTER LOCATED AT 235 W. VAN BUREN. | MON-FRI 11AM-6PM| SAT-SUN 12PM-5PM|		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	11X10			11X10	12X12	12X6		COMBO		Double Sink	Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/20/2009	(312) 376-2035	C T Property Group Inc	18069	Ramesh Chokshi	163487		2.5%-$100	None
AT	235	W	VAN BUREN	ST	2009	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07276151	CLSD		207900	212820	212820	207900	Conventional	N/A	102%	102%	1	1	17162380010000				NEW		2007	237	Yes		No			20		706					S (South), Park	4	1	1	0	1		1				None	None	SOLD BEFORE PRINT	SALES CENTER LOCATED AT 235 W. VAN BUREN. | MON-FRI 11AM-6PM| SAT-SUN 12PM-5PM|		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room	Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal												Hardwood	Fire Sprinklers, CO Detectors		Hardwood	Hardwood	None	Carpet				11X10	14X10	11X6		COMBO			Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/20/2009	(312) 376-2035	CMK Realty	14772	Heather Gustafson	139330	(312) 399-9816	2.5%-$100	None
AT	235	W	VAN BUREN	ST	1405	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07277318	CLSD		299900	330128	330128	299900	Conventional	N/A	110%	110%	1	1	17162380261005				NEW		2007	334	Yes		No			14		995					S (South), Park	5	2	2	0	2		2		1	Attached	None	None	SOLD BEFORE PRINT	SALES CENTER OPEN MON- FRI 12-6PM | SAT & SUN 12-5PM		Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	10X10			13X10	15X11	9X9		COMBO		Double Sink	Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/21/2009	(312) 376-2035	Baird & Warner	20001	Toral Bhansali	224230	(630) 400-9847	2.5%-$100	None
AT	235	W	VAN BUREN	ST	2121	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo		2009	07276602	CLSD		208900	242050	242050	208900	Conventional	N/A	116%	116%	1	1	17162380010000				NEW		2007	229	Yes		No			21		682					N (North), City	4	1	1	0	1	1	1.1		1	Attached	None	None	SOLD BEFORE PRINT			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit		Oven/Range, Microwave, Dishwasher, Refrigerator, Disposal		Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal												Hardwood			Hardwood	Hardwood	None	Carpet				11X10	13X12	9X6		COMBO			Combined w/ LivRm	Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/20/2009	(312) 376-2035	C T Property Group Inc	18069	Ramesh Chokshi	163487		2.5%-$100	None
AT	235	W	VAN BUREN	ST	1811	Chicago	Illinois	60607	8032	Cook		299	299	714	Condo, High Rise (7+ Stories)		2009	07276679	CLSD		272400	307798	307798	272400	Conventional	N/A	113%	113%	1	1	17162380010000				NEW		2007	314	Yes		No			18		936					S (South), Park	5	2	2	0	1		1		1	Attached	None	None	SOLD BEFORE PRINT			Central Air	Forced Air		Hardwood Floors, Laundry Hook-Up in Unit				Bike Room/Bike Trails, Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Security Door Locks	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, Exterior Maintenance, Scavenger, Snow Removal							Carpet					Hardwood	Fire Sprinklers, CO Detectors		Hardwood	Hardwood	None	Carpet	10X10			15X10	16X12	10X9		COMBO				Balcony	06/20/2009	06/20/2009	06/20/2009	06/26/2009		CMK Realty	14772	Scott Hoskins	103173	 		(312) 376-0600	07/20/2009	(312) 376-2035	C T Property Group Inc	18069	Ramesh Chokshi	163487		2.5%-$100	None
