TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	Acreage	County	List Date	Contract Date	Off Mkt Dt	Closed Date
AT	250	E	Pearson	ST	1902	Chicago	Illinois	60611	8008		299	299	180	Condo, High Rise (7+ Stories)	36	2003	09289821	CLSD		680000	680000	680000	680000	Conventional	N/A	100%	100%	1	1	17032280321083				9098.42	Homeowner, Senior	2015	941	No		No	No		19		1600	Estimated				N (North), E (East), W (West), City, Lake/Water	5	2	2	0	2	0	2		1	Attached	None	None	WALK TO THE LAKE/PARK/MICHIGAN AVE & EVERYTHING STREETERVILLE HAS TO OFFER FROM THIS STUNNING 2BED 2BATH ALMOST 1600 SQFT CORNER UNIT IN SOUGHT AFTER FULL AMENITY BUILDING W/GYM,SUNDECK,DOG SHOWER,ETC; MAPLE/GRANITE KITCHEN OPENS TO A LARGE LIVING & SEPARATE DINING ROOM W/LAKE VIEWS/FLOOR-TO-CEILING WINDOWS/BALCONY & HARDWOOD FLOORS T/O THE UNIT; AMAZING MASTER SUITE W/ X-LARGE WIC & SPA-LIKE MBATH W/SEPARATE TUB/SHOWER & DOUBLE SINK VANITY;IN-UNIT W/D;PRIVATE STORAGE & GARAGE PARKING INCLUDED!	PLS SEE VIRTUAL TOUR LINK FOR INTERACTIVE FLOOR PLAN		Central Air	Electric, Baseboard, Indv Controls, Zoned		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage, Flexicore	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner, Sidewalks, Street Lights, Street Paved	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal	COMMUNITY SPECIALISTS	TOM GILLESPIE	(312) 943-2472	85	Yes		Hardwood					Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Hardwood	13X10			15X15	22X16	17X09		COMBO	Balcony, Foyer, Walk In Closet	Separate Shower, Double Sink, Soaking Tub	Combined w/ LivRm	Balcony, Roof Deck, Storms/Screens, End Unit		Cook	07/18/2016	07/18/2016	07/18/2016	09/02/2016
AT	250	E	Pearson	ST	2001	Chicago	Illinois	60611	8008		299	299	100	Condo, High Rise (7+ Stories)	32	2003	09217373	CLSD		740000	743000	743000	740000	Conventional	N/A	100%	100%	30	30	17032280321088				10371	Homeowner	2014	901	No		No	No		20		1611	Builder				S (South), W (West), Lake/Water, Park	5	2	2	0	2	1	2.1	0	1	Attached	None	None	Beautiful Southwest corner 2 bdrm with great light & views of the lake, park & city facing south. Unit has hardwood floors, granite & stainless kitchen, 2 & half baths. Split bdrm flr plan creates 2 suites. Large, covered balcony for grilling. Luxury living w/9ft ceilings. In-unit Bosch W/D, master walk-in closet. Dual-zone AC, electric heat, gas range & oven. 24hr doorman, full gym & pet friendly. Premium 1st floor parking#2  35K			Central Air, Zoned	Electric, Baseboard, Zoned		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Security Door Locks, Service Elevator	Water, Gas, Common Insurance, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	TBD	TBD	(312) 560-4950				Hardwood					Hardwood	TV-Cable, Fire Sprinklers, CO Detectors		Hardwood	Hardwood	Full	Hardwood	15X10			15X13	26X12	10X13		COMBO	Foyer, Terrace	Separate Shower, Double Sink	Combined w/ LivRm	Balcony		Cook	05/05/2016	06/03/2016	06/03/2016	08/12/2016
AT	250	E	Pearson	ST	806	Chicago	Illinois	60611	8008		299	299	180	Condo	36	2003	09256898	CLSD		657900	649000	649000	657900	Conventional	N/A	99%	99%	14	14	17032280321011				8578.83		2014	873	No		No	No		8		1512	Other				N (North), E (East)	4	1	1	0	1	1	1.1		1	Attached	None	None	THE BEST one bedroom in the Gold Coast! app.1512 s.f. with a 63 foot terrace that wraps around the entire corner home that can be seen from anywhere in the apartment. Come home to Paradise in the city! Floor to ceiling windows. Sliding glass doors out to your amazing terrace with open expansive views including the Lake. Very very quiet and peaceful. Not your cookie cutter. Gracious foyer and elegant entrance into master suite. Tons of closets. Washer/dryer. Huge marble master bath with whirlpool and separate shower. Steps from Michigan Ave.and Lake Michigan.Garage included. Amenities include storage, bike room, exercise facilities, rooftop sundeck with views of the lake, Nave Pier and more, cleaners, 24 hr. door person. Pet friendly. This one has it all...PLUS PLUS PLUS!	There are two Storage Spaces with this unit! 140 & 27. Garage Space: 086  The electric bill is not a true read of the cost. It would be much lower.		Central Air	Electric, Forced Air		Hardwood Floors, Laundry Hook-Up in Unit, Storage	Yes			Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal	n/a	Tom	(312) 943-2474									Hardwood			Hardwood	Hardwood	Full	Carpet				15X13	27X23	10X10		COMBO	Foyer, Terrace	Whirlpool, Separate Shower, Double Sink, Soaking Tub		Balcony, Deck, Roof Deck, End Unit		Cook	06/14/2016	06/27/2016	06/27/2016	08/08/2016
AT	250	E	Pearson	ST	2806	Chicago	Illinois	60611	8008		299	299	180	Condo	36	2004	09168691	CLSD		1175000	1105000	1105000	1125000	Conventional	N/A	98%	94%	61	61	17032280321140				12595	None	2014	1132	No		No	No		28		1900	Estimated				N (North), E (East)	5	2	2	0	2	1	2.1	1	1	Attached	None	None	Impeccably maintained high floor corner unit wrap around lake and city views. Split en suite 2 bedrooms with oversized custom closets throughout. Hardwood floors, window treatments, surround sound, built in cabinet.balcony- shows beautifully - 1 parking #184 and storage #1 included. A must see spectacular home!!  Bldg has party room, gym and 24 hr doorman	15 minute parking zone.		Central Air	Electric, Baseboard		Hardwood Floors	Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal, Internet Access	Community Specialists	Tom Gillespie	(312) 943-2472				Carpet					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	14X11			19X13	32X14	12X9		17X11	No additional rooms	Separate Shower, Double Sink	Combined w/ LivRm	Balcony		Cook	03/17/2016	05/16/2016	05/16/2016	08/05/2016
AT	250	E	Pearson	ST	1806	Chicago	Illinois	60611	8008		299	299	180	Condo, High Rise (7+ Stories)	34	2003	09138003	CLSD		1075000	975000	975000	999000	Conventional	N/A	98%	91%	95	95	17032280321081				11736.72		2014	1100	No		No	No		18		1900	Builder				N (North), E (East)	5	2	2	0	2	1	2.1		1	Attached	None	None	Beautiful corner split two-bed, 2.5 bath in the fabulous Pearson. In addition to the balcony, this unit ALSO has a 20'X12' terrace adjacent to the master suite that has southern exposure and sun! Hardwood floors, floor to ceiling windows, large living room with separate dining area. Master suite has walk-in closet and additional closets. Second bedroom is larger than others in this tier. The most prime parking spot in the garage is included in the price! This is a unique two-bed and won't last! The best door staff and amenities, including 3200sf state of the art fitness center. Across from Lake Shore Park and steps from the Mag Mile.	Exceptional outdoor space. The additional terrace gets great sun. Best parking spot in the garage! Parking space #25B is limited common element: no PIN, tax or ASM. Storage space is SB67.		Central Air	Electric, Baseboard		Hardwood Floors, 1st Floor Bedroom, 1st Floor Laundry, 1st Floor Full Bath, Laundry Hook-Up in Unit	Yes				Water, Gas, Parking, Common Insurance, Security, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Wi-Fi, Internet Access	Community Specialists	Tom Gillespie	(312) 943-2472x1		Yes		Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	14X15			19X13	14X34	9X12		17X11	Terrace	Separate Shower, Double Sink	L-shaped			Cook	02/12/2016	05/16/2016	05/16/2016	08/01/2016
AT	250	E	Pearson	ST	904	Chicago	Illinois	60611	8008		299	299	180	Condo, High Rise (7+ Stories)	36	2003	09170833	CLSD		465000	450000	450000	465000	Cash	N/A	97%	97%	66	66	17032280321016				6307.27	Homeowner	2014	641	No		No	No		9		1144	Builder				N (North)	4	1	1	0	1	1	1.1		1	Attached	None	None	Beautiful very spacious 1 bedroom, 1 and 1/2 bath in this wonderful building on very quiet part of streeterville.  Hardwood floors, peninsula kitchen with stainless appliances, in unit washer/dryer.  Large masterbath with separate shower and soaking tub and double sinks.   Nice sunny balcony.  Building has  full health club, rooftop sundeck, party room, 24 hour doorman.  1 assigned garage parking spot included (P-143).  Pet friendly and large full height storage locker included.  Nice north exposure with touch of lake view.  Building is close to Michigan Ave and right across from park, tennis courts.  Assessments include air, expanded basic cable and internet access.			Central Air	Electric		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Service Elevator	Air Conditioning, Water, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Scavenger, Wi-Fi, Internet Access	Community Specialists	Tom Gillespie	(312) 943-2472		Yes							Hardwood			Hardwood	Hardwood	Full	Carpet				14X13	18X13	10X9		13X11	No additional rooms	Separate Shower, Double Sink, Soaking Tub	Combined w/ LivRm	Balcony		Cook	03/20/2016	05/24/2016	05/24/2016	07/20/2016
AT	250	E	Pearson	ST	2906	Chicago	Illinois	60611	8008		299	299	180	Condo	36	2004	09115517	CLSD		1250000	1100000	1100000	1175000	Conventional	N/A	94%	88%	98	98	17032280321146				12623	None	2014	1134	No		No	No		29		1900	Estimated				N (North), E (East)	5	2	2	0	2	1	2.1	1	1	Attached	None	None	ELEGANT HOME IN DESIRED PREMIERE CONDO BUILDING. RARELY AVAILABLE PRIME "06" TIER. AMAZING LAKE, NAVY PIER AND CITY VIEWS.  2 EN-SUITE BEDROOMS. GAS FIREPLACE. THERMADOR DOUBLE OVEN, MICROWAVE AND STOVE TOP. SUBZERO FRIG, BOSCH DISHWASHER AND LG WASHER AND DRYER. CUSTOM KITCHEN CABINETS & BACKSPLASH. GREAT CLOSETS.  BALCONY. DEEDED GARAGE PARKING INCLUDED.  DOG FRIENDLY.UNIT IS AVAILABLE FURNISHED. OWNER IS MOTIVATED	15 MINUTE PARKING ZONE. FURNITURE NEGOTIABLE		Central Air	Electric, Baseboard		Hardwood Floors	Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal, Internet Access	COMMUNITY SPECIALISTS	TOM GILLESPIE	(312) 943-2472				Carpet					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	14X11			19X13	32X14	12X9		17X11	No additional rooms	Separate Shower, Double Sink	Combined w/ LivRm	Balcony		Cook	01/13/2016	04/19/2016	04/19/2016	07/06/2016
AT	250	E	Pearson	ST	3401	Chicago	Illinois	60611	8008		299	299	180	Condo	37	2002	09248349	CLSD		899000	907500	907500	899000	Cash	N/A	101%	101%	93	3	17032280321171				11249.74	None	2014	1019	No		No	No		34		1611	Plans				S (South), W (West)	5	2	2	0	2	1	2.1		1	Attached	None	None	Investor opportunity! Currently leased from 7/1/16-6/30-17 at $5500 a month. Enjoy spectacular views of the lake, city, park, and Navy Pier from this South and West facing end unit. First time being offered and rarely available floor plan. Located 1 floor below the penthouse level, this home is unique with ceiling heights of almost 10' in some areas. With a split floor-plan, this home offers a gracious entry, ensuite bedrooms, hardwood flooring, gourmet eat-in kitchen with stainless steel appliances, stunning bathrooms, marble and granite, wonderful storage and closets, in-unit laundry. Located in one of Chicago's premiere buildings and ideally situated east of Michigan Avenue near shopping, dining, theater, museums, parks, public transportation, and the lake. Amenities and services include a state of the art gym, party room, roof top deck, bike room, storage, dry cleaners, 24 hour door staff and more. Pet friendly. 3 pets and no weight limit. Parking is an additional $50,000	Parking space #152 storage locker #sb37 assessments of $1018.66 include parking and $66.54 for Comcast Cable(X1 platform with whole home Dvr and internet of 25 mbps).		Central Air	Electric, Baseboard		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Air Conditioning, Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Internet Access	Community Specialists	Tom Gillespie	(312) 943-2472	82	Yes		Carpet					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	15X10			16X13	15X14	10X13		11X11	Balcony	Separate Shower, Double Sink, Soaking Tub	Combined w/ LivRm	Balcony, Roof Deck, Storms/Screens, Grill-Outdoors, End Unit, Cable Access		Cook	06/06/2016	06/08/2016	06/08/2016	07/01/2016
AT	250	E	Pearson	ST	2303	Chicago	Illinois	60611	8008		299	299	179	Condo	37	2003	09218374	CLSD		1200000	1180000	1180000	1200000	Cash	N/A	98%	98%	46	5	17032280321108				12,413		2014	1118	No		No	No		23		1835	Estimated				S (South)	5	2	2	0	2	1	2.1	1	1	Attached	None	None	A beautiful building built in 2003, 250 E. Pearson is one of the most sought after buildings near the lakefront. Perfectly located with unobstructed views of the lake, Lakeshore Park, and Navy Pier, this highly upgraded 1835 sqft unit features 2 bedrooms and 2 and 1/2 baths. Every room and the balcony showcase fantastic south and east views. Arclinea kitchen, custom walk-in closets, hardwood floors throughout, extra wide parking space, gas ventless fireplace, crown moulding, and so much more. Building amenities include great exerise room, rooftop sundeck, party room, and 24 hour doorman. Contemporary perfection.	Reserves - $709,631. 83% Owner Occupied. No Specials planned.  $500 move in and $500 Move out		Central Air	Electric		Hardwood Floors, Laundry Hook-Up in Unit, Storage	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Wine Cooler/Refrigerator		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Service Elevator, Valet/Cleaner	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Internet Access	COMMUNITY SPECIALISTS	Tom Gillespie	(312) 943-2474				Hardwood					Hardwood			Hardwood	Hardwood	Full	Hardwood	13X11			17X15	17X16	13X11		16X10	No additional rooms	Separate Shower	Combined w/ LivRm	Balcony		Cook	05/06/2016	05/10/2016	05/10/2016	07/01/2016
AT	250	E	PEARSON	ST	3106	Chicago	Illinois	60611	8008		299	299	179	Condo, High Rise (7+ Stories)	35	2003	09210720	CLSD		1125000	1110000	1110000	1125000	Cash	N/A	99%	99%	8	8	17032280321158				12682	None	2014	1140	No		No	No		31	HIGHRISE	1899	Estimated				N (North), E (East), Lake/Water	5	2	2	0	2	1	2.1	1	1	Attached	None	None	Stunning views of lake, Navy Pier & city from corner split  2bd/2.1bth. Amenities include balcony, gas FP, wd flrs, flr to ceiling windows. Kit has ss appls, caesarstone counters & backsplash. Master w/upgraded stone bath, new separate shower, soaking whirlpool tub, double sink & custom closets. Great location near lake, Mich Ave & park. Bldg has party rm, exercise rm & common deck. 1 gar space included in price.	3 dogs allowed		Central Air	Electric, Baseboard, Zoned		Hardwood Floors	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room	Air Conditioning, Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal	Community Specialists	Tom Gillespie	(312) 943-2472	83			Carpet					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	14X11			19X12	31X14	12X9		17X11	No additional rooms	Whirlpool, Separate Shower, Double Sink	Combined w/ LivRm			Cook	04/29/2016	05/06/2016	05/06/2016	06/20/2016
AT	250	E	Pearson	ST	2404	Chicago	Illinois	60611	8008		299	299	180	Condo, High Rise (7+ Stories)	37	2003	09153150	CLSD		555000	550000	550000	555000	Cash	N/A	99%	99%	28	28	17032280321115				7140.84	None	2014	671	No		No	No		24		1144	Builder				N (North), City, Lake/Water	4	1	1	0	1	1	1.1		1	Attached	None	None	Elegant 1144sf 1 bed/1.5 bath with stunning Lake and City views. Open, well fitted kitchen with granite counters and GE appliances. Generous master bedroom with separate shower and soaking tub, hardwood floors, private balcony. In unit washer/dryer, powder room, generous closets. One parking space (P147) available for purchase. Fitness center, Club room, roof deck, 24 hour door staff. Pet friendly. Storage SB111.	Parking not deeded, assessment for parking is included in the total above.		Central Air	Electric, Baseboard		Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Community Specialists	Tom Gillespie	(312) 943-2472							50000		Hardwood	TV-Cable, Fire Sprinklers, Ceiling Fan		Hardwood	Hardwood	Full	Carpet				15X14	18X13	10X10		11X14	Balcony, Foyer	Separate Shower, Double Sink	Combined w/ LivRm			Cook	03/01/2016	03/28/2016	03/28/2016	04/18/2016
AT	250	E	Pearson	ST	2406	Chicago	Illinois	60611	8008		299	299	180	Condo	37	2004	09132624	CLSD		1155000	1075000	1075000	1155000	Conventional	N/A	93%	93%	21	21	17032280321117				13698.52	None	2014	1093	No		No	No		29		1900	Builder				N (North), E (East)	5	2	2	0	2	1	2.1	1	1	Attached	None	None	Fabulous unit in a fabulous location! Enjoy sweeping views of Lake Michigan, the city and Navy Pier from the floor to ceiling windows found in each room of this elegant home. The well planned space features a huge main living area with carrara marble surround gas fire place, designated dining space, split bedroom en-suite floor plan.  Completely updated kitchen offering abundant prep space, custom stained cherry cabinets, granite counters, under cabinet lighting and stainless appliances. There is abundant closet space in each room, a separate laundry room with a new front loading LG washer/dryer. Each room has custom blinds.  Newly installed hardwood floors, the unit is freshly painted and new carpeting installed in the bedrooms. The building provides a comprehensive fitness center, top floor lounge area with a full kitchen and outside veranda.  24 hour door staff, management on site. Parking available for an extra $45K			Central Air	Electric, Baseboard		Hardwood Floors, Storage	No	Oven-Double, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Scavenger, Snow Removal, Internet Access	Community Specialists	Tom	(312) 943-2472				Carpet					Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet	14X11			19X13	32X14	12X9		17X11	No additional rooms	Separate Shower, Double Sink	Combined w/ LivRm	Balcony		Cook	02/05/2016	02/25/2016	02/25/2016	04/15/2016
AT	250	E	PEARSON	ST	2104	Chicago	Illinois	60611	8008		299	299	180	Condo, High Rise (7+ Stories)	37	2003	09148589	CLSD		475000	510000	510000	475000	Cash	N/A	107%	107%	37	7	17032280321097				7070	None	2014	664	No		No	No		21		1144	Other				N (North), E (East)	4	1	1	0	1	1	1.1		1	Attached	None	None	Stunning 1 bedroom located at The Pearson. This spacious condo has breathtaking views of the lake and city skyline from all of its floor- to-ceiling windows. Hrdwd floors & crown moulding throughout, open kit w 42 inch cabs, large granite island.  Custom California closets. Large BR w/black ebony bamboo floors. Marble bath w/double vanity, separate shower.  Large balcony. Steps to Michigan Ave, the lake and park. Parking $50,000	Assessments include bulk cable tv/internet package w/X1 DVR and wifi.		Central Air	Electric, Baseboard		Hardwood Floors, Laundry Hook-Up in Unit, Storage	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner	Water, Gas, Parking, Security, Doorman, TV/Cable, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Wi-Fi, Internet Access	Community Specialists	Tom Gillespie	(312) 943-2472							50000		Hardwood	TV-Cable		Hardwood	Hardwood	Full	Hardwood				15X14	18X13	10X10		11X14	No additional rooms	Separate Shower, Double Sink	Separate	Balcony, Storms/Screens		Cook	02/25/2016	03/02/2016	03/02/2016	03/22/2016
AT	250	E	PEARSON	ST	1104	Chicago	Illinois	60611	8008		299	299	180	Condo, High Rise (7+ Stories)	36	2003	09068613	CLSD		495000	460000	460000	475000	Conventional	N/A	97%	93%	63	63	17032280321030				6830.40	None	2014	627	No		No	No		11		1144	Builder				N (North)	4	1	1	0	1	1	1.1	0	1	Attached	None	None	The Pearson is a luxury condominium building located in the heart of the Gold Coast.  This rarely available 1 bed/1.5bath condo features floor to ceiling windows with city views in 1140sqft of living space.  Large living/dining room with outdoor terrace. The unit also features an open kitchen with island, and large master suite with double vanity, soaking tub, and separate shower.  Amenities include 24 hour door man, club room, roof deck, and extra-large fitness center.  Steps to the lake front.  Parking available for an additional $45k.	Parking P138 $45,000/ Storage SG-47		Central Air	Electric, Baseboard		Hardwood Floors, Storage	Yes	Oven/Range, Microwave, Dishwasher, Dishwasher-Portable, Refrigerator, Washer, Dryer		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner	Water, Gas, Parking, Common Insurance, Security, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Community Specialists	Tom Gillespie	(312) 943-2472		Yes							Hardwood	TV-Cable, Fire Sprinklers		Hardwood	Hardwood	Full	Carpet				15X14	18X13	10X10		11X14	Balcony	Separate Shower, Double Sink	Combined w/ LivRm	Balcony		Cook	10/20/2015	12/21/2015	12/21/2015	02/12/2016
AT	250	E	Pearson	ST	2401	Chicago	Illinois	60611	8008		299	299	180	Condo	36	2004	09102717	CLSD		899000	925000	925000	899000	Cash	N/A	103%	103%	9	9	17032280321112				10963.81	None	2014	994	No		No	No		24		0	Not Reported				S (South), W (West)	5	2	2	0	2	1	2.1		1	Attached	None	None	Luxury condominium in The Pearson located in the heart of the Gold Coast! Stainless steel & granite in kitchen with eat-in area. Unit features hardwood floors and crown molding. Separate shower & Jacuzzi in master bath. Watch the Navy Pier fireworks from your balcony! Lake Michigan views! Walking to area amenities including; Michigan Ave shopping and restaurants. Parking space is an additional $60,000.	Assessment amount includes; $66.54 for bulk cable tv/internet package w/X1 DVR and wifi.		Central Air	Electric		Laundry Hook-Up in Unit	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal		Door Person, Elevator, Exercise Room, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner	Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Scavenger, Snow Removal, Wi-Fi, Internet Access	Community Specialists	Tom Gillespie	(312) 943-2472				Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	12X10			16X13	22X16	17X11		COMBO	No additional rooms	Whirlpool, Separate Shower, Double Sink	Combined w/ LivRm	Balcony, End Unit		Cook	12/16/2015	12/24/2015	12/24/2015	02/10/2016
AT	250	E	Pearson	ST	2904	Chicago	Illinois	60611	8008	STREETERVILLE	299	299	180	Condo	34	2003	09094178	CLSD		575000	575000	575000	575000	Cash	N/A	100%	100%	12	12	17032280321144				6853.66		2014	681	No		No	No		29		1147	Builder				N (North), E (East)	4	1	1	0	1	1	1.1		1	Attached	None	None	Absolute perfection at The Pearson! This one has it all, including sweeping lake views from the 29th floor, terrace, beautiful finishes and a primo parking space included in the price! Bright, open and spacious floor plan with floor-to-ceiling windows and honey-toned hardwood floors. The living room includes beautiful custom built-ins for extra storage. Kitchen has all stainless appliances, granite counters and custom backsplash. Master suite with beautiful master bath, including separate shower and marble counters, and a huge custom walk-in closet. Very dog-friendly building in the coziest part of Streeterville, across from the park, with running track and tennis courts. Amenities include huge exercise room, party room and sundeck, giant storage lockers and bike room. Don't miss this one!			Zoned	Electric, Baseboard, Zoned			Yes				Water, Common Insurance, Security, Doorman, TV/Cable, Clubhouse, Exercise Facilities, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	Community Specialists	Tom Gillespie	(312) 943-2472x1									Hardwood			Hardwood	Hardwood	Full	Carpet				14X15	18X13	10X10		11X14	No additional rooms		Combined w/ LivRm			Cook	11/29/2015	12/10/2015	12/10/2015	01/29/2016
