TYP	Street #	CP	Str Name	Sfx	Unit #	City	State	Zip	Area	Subdivision	GS Dist	HS Dist	Tot # Units	Type DE/AT	# Stories	Yr Blt	MLS #	Stat	Contingency	Orig List Pr	LP/SP	Sold Pr	List Price	FIN	Short Sale/Foreclosed/Court Approved	SP:LP	SP:OLP	MT	LMT	PIN	Mult PINs	Addl Tax Info	% Common	Taxes	Tax Exemps	Tax Year	As/Asc Dues	MAF	Master Association Fee($)	Spec Assess	Special Service Area	Special Service Area Fee	Unit Fl No	Model	ASF	SF Source	Total SF	Main SF	Aprx Total Fin SF	Exposure	# Rms	Beds	All Beds	Bsmt. Beds	# Full Baths	# Half Baths	Baths	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	Remarks	Agent Remarks	# Parking Spaces	Air	Heat/Fuel	AAG	Interior Property Features	Is Parking Included in Price?	Appliances	Amen	Com Ar Amen	Asses Incl	Management Company	Management Contact Name	Management Phone	% Own Occ	Can Owner Rent	Parking Fee/Lease $	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Mast Bd Bth	Mast Bd Flr	2nd Bdr Sz	3rd Bdr Sz	4th Bdr Sz	Mast Br Sz	Liv Rm Sz	Kit Sz	Fam Rm Sz	Din Sz	Additional Rooms	Bth Amen	Din Rm	Exterior Property Features	Acreage	County	List Date	Contract Date	Off Mkt Dt	Closed Date
AT	1000	N	LAKE SHORE	PLZ	19A	Chicago	Illinois	60611	8008		299	299	138	Condo, High Rise (7+ Stories)	55	1965	09471156	ACTV		1125000	1100000		1100000					82	82	17032040641041				12945.53	Homeowner	2015	1925	No		No	No		19		2450	Estimated	0		0	N (North), E (East), W (West), Lake/Water	7	3	3	0	3	1	3.1		99	Attached	None	None	Panoramic lake & city views await you in this 3 BR/3.5 BA corner unit w/ 2 terraces. Every detail has been addressed in this gut rehab w/ superior custom & contemporary finishes. The reconfigured & open floor plan is perfect for entertaining. The chef’s kitchen has been enlarged & opened, offering a massive island, quartz counters, custom cabs, ss appliances & pantry. The expansive living space offers over 30 ft of continuous living space w/ striking views & configured with living/dining room + den (could be 4th BR).  All beds are over-sized, feature organized closets & have a private bath. The generous master BR features amazing city views, a private terrace, 3 closets + a spa bath w/ Wet Style dual vanity, large shower & more. Enjoy a full-amenity bldg w/ 24 hr doorman, pool, exercise facility, 2 party rooms, large roof deck & garage pkg.  All of this in the heart of Gold Coast w/ direct access to Michigan & Oak Aves, close proximity to the lake, parks, shopping, restaurants & more.	A must-see!  Parking is leased onsite for $240/month.		Central Air	Hot Water/Steam		Elevator, Hardwood Floors, Laundry Hook-Up in Unit, Storage	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances, Cooktop		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Internet Access	1000 CONDOMINIUM ASSOCIATION	Marguerite Batau	(312) 944-1057				Carpet	Carpet				Hardwood		Hardwood	Hardwood	Hardwood	Full	Hardwood	15X13	12X12		21X15	18X18	17X10	15X14	16X13	Balcony	Separate Shower, Double Sink	Combined w/ LivRm	Balcony, Deck, Roof Deck, Grill-Outdoors		Cook	01/04/2017			
RN	1000	N	Lake Shore	DR	801	Chicago	Illinois	60611	8008		299	299	183	Condo, High Rise (7+ Stories)	24	1953	09564356	ACTV										263	13														8		1200	Other	0		0	S (South)	5	2	2	0	2	0	2		1	Attached	None	None	Easy to Show... Location, Location, Location. It does not get any better than this, it is right on the Mag Mile, steps from fabulous shopping, dinning, and entertainment. Oak Street Beach just outside your door or stunning view from the roof top deck. This unit has been completely renovated with gorgeous wood flooring, new stainless steel appliances, granite countertops. The bathrooms have been completely renovated, see pictures!	COOP COMMISSION PAID 10 BUSINESS DAYS AFTER KRG DEPOSIT OF BUSINESS (OTHER THAN COOP) OR PERSONAL CHECK. ALL CREDIT APPS MUST INCLUDE A CREDIT REPORT RUN BY LANDLORD’S VENDOR: CREDITAPP.INFO		2 (Window/Wall Unit)	Hot Water/Steam, Baseboard			No	Oven/Range, Dishwasher, Refrigerator, Freezer, All Stainless Steel Kitchen Appliances		Door Person, Elevator, Sundeck								Carpet					Wood Laminate			Wood Laminate	Wood Laminate	Full	Carpet	13X12			17X12	25X16	11X8		COMBO	No additional rooms		Combined w/ LivRm	Storms/Screens		Cook	03/14/2017			
RN	1000	N	Lake Shore	DR	806	Chicago	Illinois	60611	8008		299	299	183	Condo-Loft	23	1953	09516468	PCHG										27	27														8		800	Estimated	0		0	N (North), Lake/Water	3	1	1	0	1	0	1	0	1	Attached	None	None	Spacious, Modern Furnished,1bd in the heart of the Gold Coast with spectacular lake views of Oak Street Beach! , Updated kitchen & bath, hardwood floors, just steps to Mag Mile Michigan Ave., Rush Street, and the beach. Leased Parking available! Cable TV and internet are included in rent. Laundry in the building, Steps to beach, transportation, world reknown restaurants and shopping!			1 (Window/Wall Unit)	Gas		Hardwood Floors	No	Oven/Range, Microwave, Refrigerator, Freezer		Door Person, Coin Laundry, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Gated Entry, Street Lights, Street Paved		Community Specialists	Lynn Winters	(312) 944-9626												Ceramic Tile	Hardwood	Full	Hardwood				17X13	20X16	12X09			No additional rooms	Garden Tub	Combined w/ LivRm	Cable Access		Cook	02/28/2017			
RN	1000	N	LAKE SHORE	DR	2009	Chicago	Illinois	60611	8008		299	299	183	Condo	24	1953	09065260	TEMP										529	529														20		1200	Estimated				N (North), S (South), E (East), Lake/Water	5	2	2	0	2	0	2	0	1	Attached	None	None	PRIME TIER RARELY ON MARKET.  THIS EAST FACING UNIT HAS FULL VIEWS OF THE LAKE AND BEACH. TOTALLY RENOVATED 2 BR/2BTH UNIT IN PRIME GOLD COAST LOCATION!  NEW KITCHEN, NEW CARPET, CROWN MOLDING, NEW TILE, NEW WINDOW TREATMENTS, BALCONY, FULL AMENITY BLDG INCL 24HR DRMN, DRY CLEANERS, SUNDECK. VALET PRKG AVAILABLE.  WALK TO PARKS, BEACH, SHOPS, RESTAURANTS AND ALL THAT THE GOLDCOAST HAS TO OFFER.	MILLION DOLLAR VIEW OF OAK STREET BEACH , LAKE AND MICHIGAN AVENUE-STUNNING RENOVATION WITH NEWER EVERYTHING OPEN KITCHEN! BALCONY TO WATCH THE BOATS AAND PARADES GO BY! MOVE-IN TOMORROW-NO BOARD APPROVAL JUST GOOD CREDIT!		3+ (Window/Wall Unit)	Radiant		Bar-Wet, Elevator, Hardwood Floors, Storage	No	Oven/Range, Dishwasher, Refrigerator		Door Person, Coin Laundry, Elevator, Sundeck, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved								Carpet					Carpet			Ceramic Tile	Carpet	Full	Carpet	14X11			15X11	20X16	9X9		10X11	No additional rooms		L-shaped	Balcony		Cook	10/15/2015		04/01/2016	
RN	1000	N	LAKE SHORE	DR	1107	Chicago	Illinois	60611	8008		299	299	183	Condo, High Rise (7+ Stories)	23	1953	09568749	ACTV										10	10														11		800	Estimated				S (South)	4	1	1	0	1	0	1	0	1	Attached	None	None	BEST LOCATION-LSD, MAG MILE, OAK ST BCH,& PARK-SOUTH FACING WINDOWS GET LIGHT - LARGE 1 BEDROOM W/PASS-THRU KITCHEN. COMPLETELY REDECORATED IN 2011 W/NEW CARPET, BLINDS, PAINT, ETC.-NEWER APPLIANCES-LEASED GARAGE PARKING ON-SITE -SUNDECK W/SPECTACULAR VIEWS. 24 HR DRMAN - EXTENDED CABLE INCLD - STORAGE LOCKER-PERFECT IN TOWNER-. NO PETS OR SMOKERS. NOTE:PREFER 2 YEAR LEASE!	TENANT OCCUPIED 48HRS NOTICE email mkearney@koenigrubloff.com with time, date and agent ID		1 (Window/Wall Unit)	Hot Water/Steam		Elevator, Storage	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Door Person, Coin Laundry, Elevator, Storage, Party Room, Sundeck, Receiving Room, Service Elevator, Curbs/Gutters, Sidewalks, Street Lights, Street Paved		Draper & Kramer	Mary Morrison										Carpet	TV-Cable		Ceramic Tile	Carpet	None	Carpet				12X11	19X15	11X07		COMBO	No additional rooms		Combined w/ LivRm			Cook	03/17/2017			
RN	1000	N	Lake Shore	PLZ	28B	Chicago	Illinois	60611	8008		299	299	138	Condo, High Rise (7+ Stories)	55	1964	09574901	NEW										3	3														28	B	2100	Estimated	0		0	S (South), E (East), Lake/Water	6	2	2	0	2	1	2.1		0	Attached	None	None	Rarely available rental in 1000 Plaza, A premier Corner two bedroom residence with over 2100 sq ft of Open living space with Amazing views of the Lake,Oak Street beach and Michigan Ave. This home boasts a new gourmet kitchen with eat-in breakfast area, spacious living and dining room and library room with wet bar and built-ins. Large Master Bedroom suite and Marble Master Bath with a wall of closets and cedar walk-in closet. Second Bedroom with built in desk. Full amenity building with pool,exercise room and party room  Rental parking $225.00 per month.  Prefer no pets. No move in fee.			Central Air	Gas, Forced Air		Bar-Wet	No	Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Service Elevator, Valet/Cleaner		Community Specialists	Marguerite	(312) 944-1055				Hardwood					Hardwood		Hardwood	Hardwood	Hardwood	Full	Carpet	16X12			20X14	20X16	18X10	14X13	16X10	Foyer, Terrace	Whirlpool, Separate Shower	Separate	Balcony		Cook	03/24/2017			
RN	1000	N	Lake Shore	DR	1004	Chicago	Illinois	60611	8008		299	299	184	Condo	55	1953	09336060	ACTV										201	201														10		810	Estimated				N (North), Lake/Water	4	1	1	0	1	0	1		1	Attached	None	None	Large 1 Bedroom, 1 full bath w/separate dining in prime Gold Coast location. Views of the Lake and Oak street beach. Hardwood floors throughout, halogen lighting, great closet space, stainless steel appliances, corian counter-tops, maple cabinets, pet friendly (25 lbs), full amenity building.  Parking available for $240/month! This 23-story condo development is one of the most desirable places to live in this part of Chicago. Check out that view!	Email RAY.IN@DAPRILEPROPERTIES.COM with questions. $55 per person application fee, $200 non-refundable move-in/out fee. Commission will be prorated for any lease less than 12 months. All rental apps must include a credit report run by D'APRILE PROPERTIES. Must provide last 4 pay stubs, last pay stub of 2015, a copy of driver's license or state ID. All apps/forms in "Additional info". No moves or deliveries on weekends. Elevators are available for moves M-F 9-5pm…	1	2 (Window/Wall Unit), Zoned	Radiant			No	Oven/Range, Microwave, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Storage, On Site Manager/Engineer, Sundeck, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner													Hardwood	TV-Cable			Hardwood	None	Hardwood				15X12	18X17	11X8		11X9	No additional rooms					Cook	09/07/2016			
AT	1000	N	LAKE SHORE	PLZ	27A	Chicago	Illinois	60611	8008		299	299	138	Condo, High Rise (7+ Stories)	55	1965	09476127	CLSD		1200000	1145000	1145000	1200000	Cash	N/A	95%	95%	152	9	17032040641065				13861.79		2015	2000	No		No	No		27		2500	Taped	0		0	N (North), E (East), W (West), City, Lake/Water	7	3	3	0	3	1	3.1		1	Attached	None	None	Stunning renovated 3 bedroom, 3.1 bath unit with one of the largest floor plans in the building. Enjoy unobstructed views of Lake Michigan from the open concept floor plan that includes a family room. The chef’s high-end kitchen has ample custom cabinetry, large island with additional storage, Thermador appliances, and a second full-sized refrigerator. Mahogany flooring throughout the home. The master suite features a huge walk-in closet and spa style bath with bubble jet tub & separate steam shower with multiple body sprays, double vanity and custom mirrors and private balcony. The home includes two balconies with east, north and west exposure. Sweeping views of the lake can be enjoyed from the front balcony. Close to amenities and everything the Magnificent Mile has to offer. 24-hour doorman, fitness center, indoor pool, party room, conference room and sundeck.	Current reserves are over $3million, (1) pet maximum, under 25 pounds, rental restrictions in place - currently 98% owner occupied, Rental valet parking available for $240/month. No limit on number of spaces.		Central Air	Forced Air, Baseboard		Elevator	No	Oven-Double, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Freezer, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Receiving Room, Service Elevator, Valet/Cleaner, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Security System, Doorman, TV/Cable, Exercise Facilities, Pool, Snow Removal, Internet Access	Community Specialists	Marguerite Batau	(312) 944-1055	98	No		Hardwood	Hardwood				Hardwood	CO Detectors	Hardwood	Hardwood	Hardwood	Full	Hardwood	18X14	14X12		24X20	21X18	17X14	15X13	18X10	Foyer, Walk In Closet, Balcony	Separate Shower, Steam Shower, Double Sink	Separate	Balcony, Deck		Cook	01/12/2017	01/20/2017	01/20/2017	03/17/2017
AT	1000	N	LAKE SHORE	PLZ	3A	Chicago	Illinois	60611	8008		299	299	138	Condo, High Rise (7+ Stories)	54	1964	09334805	CLSD		684000	601000	601000	649900	Cash	N/A	92%	88%	98	98	17032040641001				8625.91	Homeowner	2015	1320	No		No	No		3		1840	Estimated				S (South), E (East)	5	2	2	0	2	0	2		2	Attached	None	None	Rarely available "A" tier home with beautiful Lake and park views! Stunning total renovation in '09 includes new kitchen with bronze stainless appliances, beautiful tile backsplash, deep custom sink, top grade granite counters, master bathroom with steam shower, oversize tub and double vanity. Other upgrades include, in-unit laundry, walk in closet, cedar closet , crown and base moldings throughout, custom built-ins, hand painted walls and more. The large balcony   fits a grill, table and chairs and overlooks the park, Lake, East Lake Shore Drive and The Drake Hotel. Full amenity building includes doorman, indoor pool, gym, sundeck, club room, party room, on site property manger and receiving room. Close to Oak St. beach, world class restaurants, shopping, art galleries and museums. Live on one of the most exciting corners in Chicago.	Beautiful home perfect for entertaining. Newer Windows, Balcony, In init washer/dryer. Good closet space including large cedar closet.		Central Air	Forced Air, Baseboard		Hardwood Floors, Heated Floors, Laundry Hook-Up in Unit, Storage	No	Oven-Double, Oven/Range, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Freezer, Washer, Dryer, Disposal		Door Person, Coin Laundry, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Service Elevator, Valet/Cleaner, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal	1000 Lake Shore Plaza Condo Assoc	Marguerite Batau	(312) 944-1057				Carpet					Hardwood			Hardwood	Hardwood	Full	Carpet	15X14			18X13	32X16	17X10		COMBO	No additional rooms	Separate Shower, Steam Shower, Double Sink, Full Body Spray Shower, Soaking Tub	Combined w/ LivRm	Balcony, End Unit		Cook	09/06/2016	12/12/2016	12/12/2016	02/28/2017
AT	1000	N	LAKE SHORE	DR	1403	Chicago	Illinois	60611	8008		299	299	183	Condo	23	1953	09404684	CLSD		199000	190000	190000	194000	Conventional	N/A	98%	95%	75	10	17032040631094				2282	None	2015	646	No		No	No		14		0	Not Reported				S (South)	4	1	1	0	1	0	1	0	1	Attached	None	None	Take a 3D Virtual Reality Tour w/ Matterport Technology. Click on the 3D Button and walk around!Spacious 1 bedroom condo, hardwood floors throughout, stainless steel appliances.Balcony with east and west views of lake and city. Quiet, secure building with 24 hour doorman. Easy access to transportation and entertainment. Literally steps from beautiful Oak St Beach. Valet parking avialable for only $240. Assessments include everything but elec. Breathtaking sundeck.	Over $3 Million in reserves.  Past Project was the front entrance last year.  This year they are currently doing the roof.  No special assessments. CASHIER CHECKS ONLY. Personal checks will not be accepted.		2 (Window/Wall Unit)	Radiant			No	Oven/Range, Microwave, Dishwasher, Refrigerator, All Stainless Steel Kitchen Appliances		Door Person, Coin Laundry, Elevator, Storage, On Site Manager/Engineer, Sundeck	Heat, Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care	DK Condo	Manager	(312) 943-1001		No										Ceramic Tile	Hardwood	None	Carpet				12X11	20X15	10X7		COMBO	No additional rooms		Combined w/ LivRm			Cook	12/14/2016	12/23/2016	12/23/2016	01/20/2017
AT	1000	N	Lake Shore	PLZ	7A	Chicago	Illinois	60611	8008	LAKE SHORE PLAZA	299	299	138	Condo, High Rise (7+ Stories)	55	1964	09383877	CLSD		599000	525000	525000	599000	Conventional	N/A	88%	88%	6	6	17032040641009	No			8803.08	Homeowner, Senior	2014	1312	No		No	No		7		1850	Estimated				N (North), E (East)	6	2	2	0	2	0	2		1	Attached	None	None	Estate sale/Full Gut Needed Throughout! In highly desirable 'A' tier! Spacious 2 bedroom 2 bath ready for your design ideas! Bring your contractor/designer and make this condo into something spectacular. Has great potential! Large room sizes throughout! Great floor plan with ability to add 3rd bedroom or den/office. Very spacious eat in kitchen, true dining area off the huge living room. Wall of windows facing East with picture perfect views of the lake, park and gazebo! Huge master suite with walk-in closet and attached bath. Roomy second bedroom, both bedrooms have great views of the lake! Spacious east facing balcony. Rental garage parking available in building.  Full amenity building offers: 24 hr. door staff and maintenance, great fitness room with views for days, indoor pool, beautiful library/lounge with kitchen open to large common area deck. Steps from beach, Michigan Ave Shops/Dining, Express bus, Water Tower Place, Incredible staff and community. ***SOLD AS-IS***	Great potential and great views! Unit needs a complete remodel. See unit 9A for easy configuration of 3rd bedroom/den. RESERVES APPROX. $3,372,708, SELLER PAID OFF SPECIAL ASSESSMENT FOR UNIT. PET COUNT LIMIT IS ONE PET PER UNIT, DOGS NO BIGGER THAN 25 LB. INDOOR POOL IS CURRENTLY UNDER CONSTRUCTION. OWNERS CAN ONLY RENT FOR A 2 YEAR PERIOD. ****SOLD AS-IS*****		Central Air	Electric, Forced Air			No	Oven/Range, Dishwasher, Refrigerator		Bike Room/Bike Trails, Door Person, Coin Laundry, Elevator, Exercise Room, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Service Elevator, Sidewalks, Street Paved	Heat	On-site	N/A	(000) 000-0000				Other					Other			Other	Other	Full	Other	15X12			19X12	21X16	17X09		14X10	Eating Area, Walk In Closet, Foyer		Combined w/ LivRm			Cook	11/07/2016	11/12/2016	11/12/2016	01/11/2017
AT	1000	N	LAKE SHORE	DR	2304	Chicago	Illinois	60611	8008		299	299	183	Condo	23	1953	09385691	CLSD		200000	200000	200000	200000	Conventional	N/A	100%	100%	5	5	17032040631175	No			2282	None	2015	781	No		No	No		14		0	Not Reported				S (South)	4	1	1	0	1	0	1	0	1	Attached	None	None	Penthouse floor with views of Oak Street Beach, lake and beautiful Bellevue Place. Magical location steps to everything the Gold Coast and Michigan Avenue have to offer in shops, restaurants and entertainment. Just professionally painted and priced to sell! Building offers fabulous deck, 24- hour door staff, $240.00 monthly parking and on-site management.	Great space location and views...just professionally painted! Vacant and easy ro show even short notice.		2 (Window/Wall Unit)	Radiant			No	Oven/Range, Microwave, Dishwasher, Refrigerator, All Stainless Steel Kitchen Appliances		Door Person, Coin Laundry, Elevator, Storage, On Site Manager/Engineer, Sundeck	Heat, Water, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care	DK Condo	Manager	(312) 943-1001		No										Ceramic Tile	Hardwood	None	Carpet				12X11	20X15	10X7		COMBO	No additional rooms		Combined w/ LivRm			Cook	11/09/2016	11/13/2016	11/13/2016	12/29/2016
AT	1000	N	Lake Shore	PLZ	18A	Chicago	Illinois	60611	8008		299	299	138	Condo	55	1964	09347258	CLSD		700000	662000	662000	700000	Conventional	N/A	95%	95%	5	5	17032040641038				12602.18	Homeowner, Senior	2015	1896	No		No	No		18		2400	Other				N (North), E (East), W (West), City, Lake/Water, Park	6	3	3	0	3	1	3.1	0	2	Attached	None	None	Three bedroom corner unit at Lake Shore Plaza! Great space with incredible East views of Lake Michigan and the park.  Unit is in original condition- bring your contractor & architect. The unit features 3 full bathrooms, 1 half bathroom and two balconies.  Hardwood flooring in living space, carpeting in bedrooms.  Separate living and dining room with spectacular views.  Balcony off living room and master bedroom. Washer/ dryer in unit. Full amenity building includes 24 hour door person/ maintenance, dry cleaners, receiving room, sundeck, hospitality room, library, bike room, exercise room & indoor pool. Additional storage in building. Rental valet parking $240/mo. No limit on the number of spaces you rent. Guest parking available is garage. Located at the corner of Oak St and Michigan Ave- close to dining, shopping, Lake, etc.	Additional storage in building on 3rd floor (#302.) Rental valet parking $240/mo. No limit on the number of spaces you rent. Guest parking available is garage. 2 current rentals in building. 3 year rental max per unit (can be rented for 2 years, take a break and then rent for 1 more year.) Buyer application and Thomas Report required. No moving fees.  Current special assessment for promenade work has been 100% paid by current owner.		Central Air	Electric, Forced Air, Hot Water/Steam		Hardwood Floors, Laundry Hook-Up in Unit	No	Oven-Double, Oven/Range, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Curbs/Gutters, Sidewalks, Street Lights, Street Paved	Heat, Air Conditioning, Water, Gas, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal	Community Specialists	Marguerite Batau	(312) 944-1055		Yes		Carpet	Carpet				Hardwood			Hardwood	Hardwood	Full	Carpet	15X12	15X12		23X14	30X16	12X10		16X17	Balcony, Foyer	Separate Shower	Separate	Balcony, Storms/Screens		Cook	09/20/2016	09/24/2016	09/24/2016	11/28/2016
AT	1000	N	Lake Shore	PLZ	29BC	Chicago	Illinois	60611	8008		299	299	138	Condo, High Rise (7+ Stories)	55	1964	09257220	CLSD		1795000	1635000	1635000	1795000	Conventional	N/A	91%	91%	112	35	17032040641073				11566		2014	3618	No		Yes	No		29		4200	Estimated				S (South), E (East), W (West), City, Lake/Water, Park	10	5	5	0	4	1	4.1		2	Attached	None	None	Beautifully designed combined unit with approx. 4,200 sq.ft. Fabulous floor plan with 5 large bedrooms, 4.5 baths; perfect for entertaining! Amazing panoramic Lake and City views. Plus 2 balconies! Full service, deluxe hi-rise with 24-hour doorman, exercise room, indoor pool, sundeck and party room in premier Gold Coast location!	Watch 1000 Lake Shore Plaza as it's transformation is underway! A multi-million dollar renovation to the lobby and common areas will make this the perfect time to purchase in the building. Reserves are over $2.2 and will stay that way as the project has already been funded. The monthly assessment is for both B & C units - separated its B= $1,895 & C= $1,723. SPECIAL ASSESSMENT HAS BEEN PAID IN FULL BY SELLERS. 2 storage lockers #705 & #714 on the 9th floor.		Central Air	Gas, Forced Air		Bar-Wet, Hardwood Floors, Laundry Hook-Up in Unit	No	Oven-Double, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Freezer, Washer, Dryer		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Party Room, Sundeck, Pool-Indoors, Receiving Room, Service Elevator, Valet/Cleaner	Heat, Air Conditioning, Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal, Internet Access	1000 Lake Shore Plaza Condo Assoc.	Margarite Batau	(312) 944-1057	100			Carpet	Carpet	Carpet			Hardwood		Hardwood	Hardwood	Hardwood	Full	Carpet	20X14	16X13	16X11	18X14	21X17	15X15	21X17	20X17	Balcony, 5th Bedroom, Den, Terrace	Whirlpool, Separate Shower, Steam Shower, Double Sink, Soaking Tub	Separate			Cook	06/14/2016	07/18/2016	07/18/2016	10/25/2016
AT	1000	N	LAKE SHORE	DR	301	Chicago	Illinois	60610	8008		299	299	180	Condo, High Rise (7+ Stories)	23	UNK	09316910	CLSD		267100	265000	265000	267100	Cash	F	99%	99%	46	46	17032040631003				4082	None	2015	1041	No		No	No		3		1200	Other				N (North), S (South), E (East)	6	2	2	0	2	0	2		1	Attached	None	None	Spacious condo with great floor plan. Ample closet space, hardwood floors, updated kitchen with granite countertops. Come view today!	Sold as-is. Vacant, no appointment required. For assistance call Altisource 1-855-882-1314 or visit Hubzu.com. Per Seller, all offers must be submitted via Hubzu.com. Buyer pays 299 Technology fee and buyers premium fee.. Auction begins 8-25-2016 and ends 09/01/2016		3+ (Window/Wall Unit)	Radiant		Hardwood Floors	No	Oven/Range, Microwave, Dishwasher, Refrigerator		Door Person, Elevator, On Site Manager/Engineer	Heat, Water, Gas, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal	Draper and Kramer	Paulina	(312) 943-1030				Hardwood					Hardwood			Other	Hardwood	Full	Carpet	13X11			16X11	15X24	11X08		COMBO	Foyer, Tandem Room, Terrace	Steam Shower	Combined w/ LivRm	Patio, End Unit		Cook	08/15/2016	09/29/2016	09/29/2016	10/21/2016
AT	1000	N	Lake Shore	PLZ	12B	Chicago	Illinois	60611	8008		299	299	138	Condo, High Rise (7+ Stories)	55	1964	09328189	CLSD		1050000	1010000	1010000	1050000	Conventional	N/A	96%	96%	4	4	17032040641021				11316.12	None	2014	1808	No		Yes	No		12		2100	Other				S (South), E (East)	6	2	2	0	2	1	2.1		2	Attached	None	None	Spectacular 2,100 square foot two bedroom plus den, two and a half bathroom condo! Located on the most coveted corner of the Gold Coast, this gorgeous home boasts breathtaking views of Oak Street Beach and Michigan Avenue. This home has been fully renovated featuring: New windows and new balcony, chef’s kitchen, formal dining room, master bedroom with custom built-ins, master bathroom with freestanding soaking tub and glass shower, in-unit washer and dryer and abundant storage space! Full amenity building with fitness center, indoor pool, party room, roofdecks, 24-hour doorman and onsite management.	Special assessment of $505.60/month		Central Air	Forced Air		Hardwood Floors	No	Dishwasher, High End Refrigerator, Freezer, Washer, Dryer, Disposal		Door Person, Coin Laundry, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Party Room, Pool-Indoors, Receiving Room, Service Elevator	Heat, Air Conditioning, Water, Electric, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Exterior Maintenance, Scavenger, Snow Removal, Internet Access	1000 Lake Shore Plaza Condo Assoc.	Marguerite Batau	(312) 944-1057		Yes		Carpet					Hardwood	Humidifier, TV-Cable	Hardwood	Stone	Hardwood	Full	Carpet	16X12			20X14	18X18	10X17	16X13	12X13	No additional rooms	Separate Shower, Soaking Tub	Separate	Balcony		Cook	08/29/2016	09/01/2016	09/01/2016	10/18/2016
