Street #	Str Name	Sfx	Unit #	City	State	Zip	Subdivision	TYP	MLS #	Stat	Orig List Pr	List Price	LP/SP	SP:OLP	SP:LP	Closed Date	Contract Date	MT	LMT	Taxes	As/Asc Dues	Yr Blt	# Rms	All Beds	# Full Baths	# Half Baths	ASF	Acreage	Exposure	# Interior Fireplaces	#GSp	Garage Type	Bsmt	Basement Description	GS Dist	HS Dist	FIN	Short Sale/Foreclosed/Court Approved	PIN	Remarks	Agent Remarks	# Parking Spaces	% Common	Air	AAG	Com Ar Amen	Can Owner Rent	Heat/Fuel	Interior Property Features	Is Parking Included in Price?	Appliances	Management Company	Management Contact Name	Management Phone	MAF	Master Association Fee($)	Model	Parking Fee/Lease $	Sold Pr	Spec Assess	Special Service Area	Special Service Area Fee	SF Source	Tax Exemps	Tax Year	Tot # Units	Total SF	Unit Fl No	2nd Bdr Flr	3rd Bdr Flr	4th Bdr Flr	Aprx Total Fin SF	Amen	Asses Incl	Deeded Garage Cost	Deeded Parking Cost	Din Flr	Equipment	Fam Rm Flr	Kit Flr	Liv Rm Flr	Main SF	Mast Bd Bth	Mast Bd Flr	Off Mkt Dt	Baths	Type DE/AT
800	MICHIGAN	AVE	5101	Chicago	Illinois	60611	PARK TOWER	AT	08932958	CLSD	5100000	5100000	4500000	88%	88%	05/25/2016	04/01/2016	312	312	89309.97	3831	2000	12	6	5	1	6240		N (North), S (South), E (East), W (West), City, Lake/Water	2	2	Attached	None	None	299	299	Conventional	N/A	17032310181090	PRICED WELL BELOW PARK TOWER MARKET VALUE! A rare opportunity to own 6300 sqft at the iconic Park Tower. the 360 degree views are unparralled and can be enjoyed from two (8x14) gracious balconies. An open floor plan allows for sumptious entertaining and breathtaking unobstructed lake views. Enjoy amenities of the Flagship 5-Star Park Hyatt Hotel.	Garage spaces #150 & #151 Asmt $115 each Storage #30		90	Central Air				Electric, Forced Air		Yes		Sudler	Anne Hoffman	(312) 587-3280	No				4500000	No	No		Builder	Homeowner	2014	117		51						Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal				Humidifier					Full		04/01/2016	5.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	2201	Chicago	Illinois	60611	PARK TOWER	AT	09042084	CLSD	4000000	4000000	3550000	89%	89%	04/05/2016	11/22/2015	66	66	55234.33	2482	2000	9	3	2	2	4083		N (North), S (South), E (East), City, Lake/Water		1	Attached	None	None	299	299	Cash	N/A	17032310181007	Wonderfully unique 3 BR, 2.2 BA, 4083 SQFT primarily east-facing residence at Park Tower. 6 balcs (more than any other unit in the building). Entry foyer w/built-out & fully organized WIC. LR divided into 2 sep seating areas. DR w/wet bar, wine cooler. LR/DR feat bamboo & granite flrs. KIT feat Angel Step maple custom cabinetry, professionally organized storage, concrete counters, & top-of-the-line appls: Thermador double oven & warming drawer, side x side Subzero fridges, Miele built-in coffee maker, Fischer Paykel DW, Viking 6 burner gas range + griddle. Master ste incl grand dressing room w/custom built-in + addtl WIC. MABA has 2 sep vanity areas, oversize shower w/body sprays, & a custom Japanese soaking tub w/lake vws. 2ND BR feat org closets, north-facing lake vws. 3rd BR currently a den. 2nd full BA incl soaking tub, sep shower. FR w/large balcony. Customized powder rm. Office nook w/built-in desk. Spacious LDY room w/stacked Maytag W/D, sink. 2 car gar pkg incl.	SEE "ADDITIONAL INFORMATION" FOR FLOOR PLAN. For an additional fee, enjoy the amenities of the Park Hyatt Hotel: pool, spa, gym, room service, maid service, NoMi. Condo amenities include: 24 hour doorman, onsite manager & engineer, storage. Parking space #138. Storage locker #108.			Central Air		Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Restaurant, Security Door Locks, Service Elevator		Electric	Bar-Wet, Hardwood Floors, Laundry Hook-Up in Unit	Yes		SUDLER	ANNE HOFFMAN	(312) 587-3280	No				3550000	No	No		Other		2014	117		22						Water, Gas, Parking, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal									Full		11/22/2015	2.2	Condo, High Rise (7+ Stories)
800	Michigan	AVE	2402	Chicago	Illinois	60611		AT	09111408	CLSD	2600000	2600000	2375000	91%	91%	03/16/2016	02/16/2016	42	42	36780	2035	2000	7	3	3	1	3024		S (South), E (East), W (West)	1	1	Attached	None	None	299	299	Conventional	F	17032310181014	Imagine turning this residence into a gem. The platform has been set, so just bring your decorating ideas. This unit boasts an open layout with breathtaking views of the lake and city. Panoramic views are facing East, West and South. This luxurious unit has a balcony, large living room, sitting area, dining room, huge chefs kitchen and a wet bar. 2 of the bedrooms have in-suite bathrooms. The master suite has an abundance of natural lighting with 2 huge walk-in closets and a luxurious master spa bathroom. 3rd bedroom is currently used as a den/office.  Schedule your appointment today.	This unit has a balance of $2499.20 from a special assessment that was placed 5 years ago. Unit is bank-owned. Parking space 001. Storage locker #49. Assessment: $1542.06 Special $312.40 Parking: $125.00 Satellite: $54.70			Central Air		Elevator, Storage, On Site Manager/Engineer	Yes	Electric, Baseboard, Indv Controls, Zoned	Bar-Wet, Hardwood Floors, Laundry Hook-Up in Unit, Storage	Yes		Sudler	Ann	(312) 587-3280	No				2375000	Yes	No		Estimated		2014	117		24	Carpet					Heat, Air Conditioning, Water, Parking, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal			Hardwood		Hardwood	Hardwood	Hardwood		Full	Carpet	02/16/2016	3.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	3801	Chicago	Illinois	60611		AT	08960975	CLSD	3200000	3200000	3000000	94%	94%	03/15/2016	02/02/2016	226	226	$47,321	2167	2000	9	3	2	1	3200			1	1	Attached	None	None	299	299	Cash	N/A	17032310181053	Stunning 3200 sq.ft. Home at the Iconic Park Hyatt, East & South Exposure with Amazing Views of Lake & City. Beautiful Finishes, Hardwood Flrs., Granite, Marble, Millwork, Gas Fireplace, Private Master Suite with Sitting Room, Balcony, Generous Closets & Luxurious In-Suite Master Bath. Split Plan 2 Add Beds, 1 1/2 Baths. Family Room Adjacent to Kitchen, Abundant Light. Unique Home for Your Most Discriminating Client!	24 Hour Notice Appreciated. Please call/text/e-mail, Robyn, 312-961-2639, rlbrooks@koenigrubloff.com., 24 hr. notice appreciated  Parking Space #33, assessment $115/mo, taxes, $735.65/yr. billed once per year through the Home Owners Association. Locker S047 19th Floor.			Central Air, Space Pac, Zoned		Bike Room/Bike Trails, Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner		Forced Air, Hot Water/Steam, Zoned	Hardwood Floors	Yes	Oven-Double, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal	Sudler Property Management	Anne Hoffman	(312) 587-3280	No				3000000	No	No		Builder	Homeowner, Senior	2014	117		38	Hardwood	Hardwood				Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal			Hardwood		Hardwood	Hardwood	Hardwood		Full	Hardwood	02/02/2016	2.1	Condo
800	Michigan	AVE	2102	Chicago	Illinois	60611		AT	09051852	CLSD	2250000	2250000	2150000	96%	96%	03/14/2016	02/17/2016	141	141	26503.07	1269	2000	5	2	2	1	2030		N (North), E (East), Lake/Water, Park	1	1	Attached	None	None	299	299	Cash	N/A	17032310181005	The epitome of Chicago luxury, this 2,030 square foot residence has 2 bedrooms, 2.1 baths as well as 3 east-facing terraces that provide breathtaking views of Chicago and Lake Michigan.Enter the foyer with mahogany paneled walls and on to the living room with limestone fireplace & spectacular views of the lake. A handsome kitchen has limestone counters and custom mahogany cabs that surround the space, integrated SubZero refrigerator and freezer, Gaggenau range, and breakfast area with a stunning lake view backdrop. Continue into the dining room with limestone floors and mahogany paneling. A large chandelier anchors the room. Off the dining room is an en-suite bedroom/office. On the other side of the condo find the master suite with wall of windows leading to private balcony and stunning bath with airjet tub & glass enclosed limestone shower. Park Tower residents enjoy Park Hyatt hotel amenities including room and maid service, Nomi restaurant, health club, pool, and assigned pkg space.				Central Air		Door Person, Elevator, Storage, Health Club, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Restaurant, Service Elevator		Electric		Yes	Oven/Range, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal, Wine Cooler/Refrigerator	Sudler	Anne Hoffman	(312) 587-3280	No				2150000	No	No		Builder	None	2014	117		21	Carpet					Water, Gas, Parking, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal			Stone			Stone	Stone		Full	Carpet	02/17/2016	2.1	Condo, High Rise (7+ Stories)
800	MICHIGAN	AVE	2101	Chicago	Illinois	60611	PARK TOWER	AT	09037845	CLSD	3900000	3900000	3300000	85%	85%	12/31/2015	11/09/2015	148	57	50899	2315	2000	8	3	3	1	4200		S (South), E (East), W (West)	1	1	Attached	None	None	299	299	Conventional	N/A	17032310181004	Elegant, formal perfection await you in this 4200 sq ft unit with magnificent  east facing views of the lake  from the kitchen,living, family, and dining rooms.  An open floor plan and three balconies are perfect for gracious entertaining. Three bedrooms-two ensuite, are situated for maximum privacy. The sumptuous master bedroom suite offers outstanding his and hers walk in closets. One garage space is included in the price. Truly magnificent!	Garage #190			Central Air		Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator		Electric, Forced Air	Hardwood Floors, Laundry Hook-Up in Unit	Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, Refrigerator-Bar, Washer, Dryer, Disposal, Wine Cooler/Refrigerator	Sudler	Anne Hoffman	(312) 587-2580	No				3300000	No	No		Estimated		2014	117		21	Carpet	Hardwood				Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal			Hardwood		Hardwood	Hardwood	Hardwood		Full	Carpet	11/09/2015	3.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	2202	Chicago	Illinois	60611	PARK TOWER	AT	09039136	CLSD	1475000	1375000	1325000	90%	96%	12/15/2015	11/04/2015	51	51	23031.01	1112	2000	6	2	2	1	2052		S (South), W (West), City	1	1	Attached	None	None	299	299	Conventional	N/A	17032310181008	Pristine, 2 bedroom, 2 bath 2052 SQFT west-facing corner unit at Park Tower. Living room w/fireplace & custom built-in entertainment center. Dining room w/modern built-in buffet, wine cooler. Open kitchen w/breakfast bar, granite counters, SS Subzero, Bosch, Gaggenau, and GE Profile appliances. Master Suite features black-out shades, 1 WIC plus 2 additional closets. Master Bath: oversize jetted tub, separate shower, dual vanity. 2nd bedroom w/bath ensuite, black-out shades. Other highlights: hardwood floors, professionally organized closets throughout. Office w/built-in desk, storage. Powder room, separate laundry room. For an additional fee, enjoy the amenities of the Park Hyatt Hotel: pool, spa, gym, room service, maid service, NoMi. Condo amenities include: 24 hour doorman, onsite manager & engineer, storage. 1 garage parking space included in the price.	SEE "ADDITIONAL INFORMATION" FOR A FLOOR PLAN. PARKING SPACE #140. STORAGE LOCKER #59.			Central Air		Door Person, Elevator, Storage, Health Club, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Restaurant, Service Elevator		Electric	Hardwood Floors, Laundry Hook-Up in Unit	Yes		SUDLER	ANNE HOFFMAN	(312) 587-3280	No				1325000	No	No		Other		2014	117		22	Carpet					Water, Gas, Parking, Common Insurance, Security, Doorman, Exterior Maintenance, Lawn Care, Snow Removal			Hardwood			Hardwood	Hardwood		Full	Carpet	11/04/2015	2.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	3201	Chicago	Illinois	60611		AT	09009576	CLSD	3250000	3250000	3228000	99%	99%	12/15/2015	08/12/2015	1	1	43811.59	1988	2000	8	2	2	1	3228			1	1	Attached	None	None	299	299	Conventional	N/A	17032310181036		Assessment includes satellite TV at $54.03/mo and parking at $115.03/mo.			Central Air, Space Pac, Zoned		Bike Room/Bike Trails, Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner		Forced Air, Hot Water/Steam, Zoned	Hardwood Floors	Yes	Oven-Double, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal	Sudler Property Management	Anne Hoffman	(312) 587-3280	No				3228000	No	No		Estimated	Homeowner, Senior	2014	117		32	Hardwood					Heat, Air Conditioning, Water, Gas, Parking, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal			Stone				Stone		Full	Hardwood	08/12/2015	2.1	Condo
800	MICHIGAN	AVE	5802	Chicago	Illinois	60611	PARK TOWER	AT	08998632	CLSD	2800000	2800000	2700000	96%	96%	11/17/2015	10/12/2015	140	74	38705	1808	2000	6	2	2	1	3200		N (North), E (East), W (West)	1	1	Attached	None	None	299	299	Conventional	N/A	17032310181106	SOARING UNOBSTRUCTED E, N & W VIEWS MAKE THIS PARK TOWER CONDO A TRUE HOME IN THE SKY. 3200 SF. 2 BEDROOMS, 2.1 BATHS, BEAUTIFUL HARDWOOD FLOORS, LIMESTONE FIREPLACE, LARGE TERRACE OFF KITKCHEN & GRACIOUS FLOORPLAN MAKE THIS HOME STAND OUT. BRING YOUR BUYERS WHO WANT BREATHTAKING VIEWS OF LAKE AND BEYOND.	Garage #162, storage #114. Thomas report, 3 letters of reference.		90	Central Air		Storage, Health Club, On Site Manager/Engineer, Receiving Room, Restaurant, Service Elevator		Electric	Bar-Wet	Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal	Sudler	Anne Hoffman	(312) 587-3280	No				2700000	No	No		Estimated		2013	117		58						Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal									Full		10/12/2015	2.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	5702	Chicago	Illinois	60611	PARK TOWER	AT	08846410	CLSD	4500000	4500000	4250000	94%	94%	06/04/2015	05/01/2015	66	66	55021.50	2322	2000	7	3	3	1	3950		N (North), E (East), W (West)	1	2	Attached	None	None	299	299	Cash	N/A	17032310181104	PARK TOWER AMAZING HALF FLOOR RESIDENCE. SPECTACULAR FINISHES FEATURING NEW ERNESTOMEDA KITCHEN, FP, WALNUT FLOORS, SUMPTUOUS ZEN MASTER BATH. CUSTOM CLOSETS, WET BAR, MIDNIGHT KITCHEN. EXCEPTIONAL 270° VIEWS. 8 X 14 TERRACE. 2 PARKING SPACES INCLUDED. THIS HOME IS VERY SPECIAL. 10+! CRESTRON SMART HOUSE AUDIO-VIDEO SYSTEM.	PARKING SPACES 132 AND 133. PARKING ASSESSMENT $115 PER SPACE. PARKING TAXES OF $735.63 PER SPACE INCLUDED IN LISTING TAXES (2013). PARK HYATT ON SITE. Seller is licensed broker. Listing agent is related to seller.			Central Air, Zoned		Door Person, Elevator, On Site Manager/Engineer, Receiving Room, Service Elevator, Valet/Cleaner		Electric, Zoned	Bar-Wet, Hardwood Floors, In-Law Arrangement, 1st Floor Laundry, Laundry Hook-Up in Unit, Storage	Yes	Oven/Range, Microwave, Dishwasher, High End Refrigerator, Refrigerator-Bar, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances, Wine Cooler/Refrigerator	SUDLER MANAGEMENT	SHELLY CASTELLANO	(312) 567-3280	No				4250000	No	No		Builder	None	2013	117		57	Carpet	Carpet				Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal			Hardwood		Hardwood	Porcelain Tile	Hardwood		Full	Carpet	05/01/2015	3.1	Condo
800	MICHIGAN	AVE	4401	Chicago	Illinois	60611	PARK TOWER	AT	08859893	CLSD	3200000	3200000	3000000	94%	94%	05/18/2015	03/24/2015	13	13	45307.56	2122	2000	7	3	2	1	3200		N (North), E (East)		1	Attached	None	None	299	299	Conventional	N/A	17032310181071	Premier "01" tier at the iconic Park Tower. This 3200 sqft 3bd/2.1ba condo features spectacular lake views from every room, beautiful millwork with built-in bookcases, wide plank walnut hardwood floors. Architect by Robert Darcy Bonner. Gracious floorplan. Large family room opens to terrace which feature gas hook up, water and electricity. 1 garage parking space included.				Central Air, Zoned		Door Person, Elevator, Storage, Pool-Indoors, Receiving Room, Service Elevator		Electric, Forced Air, Zoned	Hardwood Floors	Yes	Dishwasher, Refrigerator, Washer, Dryer, Disposal	Sudler	Shelly	(312) 587-3280	No				3000000	No	No		Other	Homeowner, Senior	2013	117		44	Hardwood	Carpet				Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal			Hardwood		Hardwood	Hardwood	Hardwood		Full	Carpet	03/24/2015	2.1	Condo
800	MICHIGAN	AVE	4102	Chicago	Illinois	60611	PARK TOWER	AT	08870258	CLSD	1495000	1495000	1437500	96%	96%	05/15/2015	05/06/2015	219	44	24594.66	1179	2000	6	2	2	1	2052		S (South), W (West), City, Lake/Water	1	1	Attached	None	None	299	299	Cash	N/A	17032310181063	Dramatic unobstructed preferred corner views of lake & city from spacious, highly sought after residence in 5-star Park Tower! Huge walk-in closets. Open Eat-in Kitchen. Hardwood floors. Fireplace. Move-in condition! High ceilings! Shows beautifully! Pets OK. Enjoy Spa, Pool, Exercise at NoMI Club, Restaurant, Wine Bar, Summer Terrace & Room Service! Price & asmt incl parking space #187 PLUS storage rm. Sensational!	*Price, mo asmt AND taxes incl parking space #187 and adjacent storage space #53* *2 pets ok, no weight restriction* *Parking tax INCLUDED IN TAXES ABOVE is $735.63 per year* *Commission paid only upon closing* *Floor Plan in Add'l Info*			Central Air, Zoned		Door Person, Elevator, Exercise Room, Storage, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Restaurant		Electric, Zoned	Hardwood Floors, 1st Floor Bedroom, 1st Floor Laundry, Storage	Yes		Sudler	Shelly Castellano	(312) 587-3280	No				1437500	No	No		Builder	None	2013	117		41	Carpet					Air Conditioning, Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal			Hardwood			Hardwood	Hardwood		Full	Carpet	05/06/2015	2.1	Condo
800	MICHIGAN	AVE	5601	Chicago	Illinois	60611		AT	08794189	CLSD	3795000	3795000	3500000	92%	92%	05/01/2015	03/02/2015	181	92	56731	2331	2000	8	3	3	1	4200		S (South), E (East), W (West)		2	Attached	None	None	299	299	Conventional	N/A	17032310181101	Incredible opportunity & value at the iconic Park Tower! Soaring views of the lake, city & incredible sunsets from this 4200 sq ft unit on the 56th flr are exceptional. 1.5flr with 3bds/3.5bths, loads of storage, huge WIC's in mst BR- 1 w/a make-up sink & spacious balcony off the cooks kitchen. 2 garage spaces are incld in the price. Make this unit your own! All this plus the amenities of the prestigious Park Hyatt.	See lister for exclusions			Central Air		Door Person, Elevator, Exercise Room, Storage, Receiving Room, Service Elevator		Electric, Forced Air, Baseboard	Hardwood Floors, Laundry Hook-Up in Unit, Storage	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal	Sudler	Shelly	(312) 587-3280	No				3500000	No	No		Estimated		2013	117		56	Hardwood	Hardwood				Water, Gas, Common Insurance, Security, Doorman, Exterior Maintenance, Scavenger, Snow Removal			Hardwood		Hardwood	Other	Hardwood		Full	Carpet	03/02/2015	3.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	4303	Chicago	Illinois	60611		AT	08854232	CLSD	1500000	1500000	1500000	100%	100%	04/29/2015	03/06/2015	1	1	22268.36	112	2000	5	2	2	1	2000		N (North), W (West)		1	Attached	None	None	299	299	Cash	N/A	17032310171070	High Floor NW corner at the Park Tower. Outstanding views, open floor plan great for entertaining. Newly updated sleek baths & kitchen. Office area plus dressing area. 1 car garage included in the price. Show very well.				Central Air				Electric		Yes	Oven-Double, Oven/Range, Microwave, Dishwasher, Refrigerator, Washer, Dryer	SUDLER	Shelly	(312) 587-3280	No				1500000	No	No		Estimated		2013	117		43	Carpet					Water, Gas, Parking, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal			Hardwood			Hardwood	Hardwood		Full	Carpet	03/06/2015	2.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	2801	Chicago	Illinois	60611		AT	08727963	CLSD	4200000	4200000	3500000	83%	83%	04/24/2015	04/04/2015	205	205	52489.91	2414	2000	7	3	3	1	4220		S (South), E (East), W (West)	1	2	Attached	None	None	299	299	Cash	N/A	17032310181024	Stunning Home at Iconic Park Tower. Breathtaking Lake, City & Sunset Views from Every Window! Custom Design 1/2 Floor Home, Spatial Design Maximizes Space/Views Creates Home Perfect for Formal Entertain & Casual Living. Dramatic Entry, Formal Live/Dine Rm, Cooks Kit, Huge Family Rm, Lg Master Suite, Rich Finishes, Hardwood Walnut Flrs, Custom Millwork. Abundant Storage. 2 Park Spaces Incl. Are You Ready to be Wowed?	Parking Space - 145 & 159, Locker #58. Parking Assessment $115 per Month, Parking Taxes $735.63 per Car (2013). All the amenities of Park Hyatt, Health Club, Sim Pool, Jacuzzi, Steam, Rm service 24/7 & Private Catering and Much More!			Central Air, Zoned		Bike Room/Bike Trails, Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner		Forced Air, Hot Water/Steam, Zoned	Hardwood Floors	Yes	Oven-Double, Microwave, Dishwasher, High End Refrigerator, Washer, Dryer, Disposal	SUDLER MANAGEMENT	Shelly Castellano	(312) 567-3280	No				3500000	No	No		Assessor	None	2013	117		28	Carpet	Hardwood				Heat, Air Conditioning, Water, Gas, Common Insurance, Security, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal			Hardwood		Hardwood	Hardwood	Hardwood		Full	Carpet	04/04/2015	3.1	Condo
800	MICHIGAN	AVE	4903	Chicago	Illinois	60611	PARK TOWER	AT	08636893	CLSD	1750000	1595000	1400000	80%	88%	03/16/2015	02/17/2015	274	257	23780.91	1121	2000	5	2	2	1	2000		N (North), W (West)	1	1	Attached	None	None	299	299	Conventional	N/A	17032310181086	SOPHISTICATION AT THE PARK TOWER NW TIER WITH BREATHTAKING LAKE AND CITY VIEWS. THE OPEN FLOOR PLAN FEATURES TASTEFUL ARCHITECTURAL DETAILS THROUGHOUT. IN PRISTINE CONDITION. BRING YOUR MOST DISCRIMINATING BUYERS. ONE GARAGE SPACE INCLUDED IN THE PRICE. ENJOY AMENITIES OF THE FAMED PARK HYATT HOTEL FROM ROOM SERVICE, CONCIERGE SERVICE, NOMI AND SPA HEALTH CLUB WITH YOUR MEMBERSHIP.	PLEASE CLICK ON ADDITIONAL INFORMATION FOR FLOOR PLANS.			Central Air, Zoned		Door Person, Exercise Room, Storage, Health Club, Pool-Indoors, Receiving Room, Service Elevator		Electric, Zoned	Hardwood Floors	Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, Washer, Dryer, Disposal, All Stainless Steel Kitchen Appliances	.	Shelly Costellano/Lindsey	(312) 587-3280	No				1400000	No	No		Estimated	Homeowner	2012	116		49	Hardwood					Water, Gas, Parking, Doorman, TV/Cable, Exterior Maintenance, Scavenger			Hardwood			Hardwood	Hardwood		Full	Carpet	02/17/2015	2.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	2903	Chicago	Illinois	60611	Park Tower	AT	08620661	CLSD	1700000	1315000	1250000	74%	95%	02/19/2015	01/19/2015	245	245	24283.07	1074	2000	5	2	2	1	2052		S (South), W (West), City	1	1	Attached	None	None	299	299	Cash	N/A	17032310181029	Park Tower: most luxurious condominium with 5 star Park Hyatt hotel amenities.  This stunning 2 bedroom 2.5 Bath + dining rm, is upgraded with the finest finishes. Beautiful open kitchen, rich wood floor, master suite featuring large walk-in closets, & spa like bathroom. Gorgeous views. Turn key purchase opportunity.Parking is included.Enjoy Park Hyatt's NoMi restaurant, bar, & much more!  Parking included.	Parking space P129 included in price.  Parking assessment: $105 per month.  Parking taxes: $954.39 (2012 total).  Cable %53.10 per month additional.			Central Air, Zoned		Bike Room/Bike Trails, Door Person, Elevator, Exercise Room, Storage, Health Club, On Site Manager/Engineer, Pool-Indoors, Receiving Room, Restaurant, Service Elevator, Steam Room, Street Lights, Other	Yes	Electric, Baseboard, Zoned		Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, Freezer, Washer, Dryer, Disposal	Sudler	Shelly Castelland	(312) 587-3280	No				1250000	No	No		Builder	None	2013	117		29	Hardwood					Water, Gas, Common Insurance, Doorman, TV/Cable, Exercise Facilities, Pool, Scavenger, Snow Removal			Hardwood			Hardwood	Hardwood		Full	Hardwood	01/19/2015	2.1	Condo, High Rise (7+ Stories)
800	Michigan	AVE	3601	Chicago	Illinois	60611		AT	08605334	CLSD	3300000	2900000	2500000	76%	86%	01/30/2015	10/19/2014	168	168	46127.41	2000	2000	7	3	2	1	3200		S (South), E (East)	1	1	Attached	None	None	299	299	Conventional	N/A	17032310181047	SPECTACULAR EAST & SOUTH FACING HOME AT THE ICONIC PARK HYATT. THIS GRACIOUS HOME WAS DESIGNED BY LUCIEN LAGRANGE WITH STUNNING MILLWORK, SPACIAL INTEGRITY & FINISHES. GRAND ENTRY, FORMAL LIVING & DINING ROOM, FAMILY RM OFF KITCHEN, PRIVATE MASTER SUITE WITH LUXURIOUS BATH, HUGE CLOSET WITH FULL SIZE WASHER & DRYER. 2 ADD BEDS OFF FAMILY ROOM. HIGH END APPLIANCES & ABUNDANT STORAGE. STUNNING VIEWS FROM EVERY ROOM.	Parking Space #114 Included. Amenities of the Park Hyatt, Health Club, Swim Pool, Jacuzzi, Steam Room, 24/7 Room Service. A Must See!			Central Air, Zoned		Bike Room/Bike Trails, Door Person, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Security Door Locks, Service Elevator, Valet/Cleaner		Forced Air, Zoned		Yes	Oven-Double, Microwave, Dishwasher, Refrigerator, High End Refrigerator, Washer, Dryer, Disposal	Sudler	Shelly Castellano	(312) 567-3280	No				2500000	No	No		Builder		2013	117		36	Carpet	Carpet				Heat, Air Conditioning, Water, Gas, Parking, Security, Doorman, TV/Cable, Exterior Maintenance, Lawn Care, Scavenger, Snow Removal			Hardwood		Hardwood	Hardwood	Hardwood		Full	Carpet	10/19/2014	2.1	Condo
800	Michigan	AVE	4103	Chicago	Illinois	60611		AT	08822735	CLSD	1373750	1373750	1373750	100%	100%	01/23/2015	01/23/2015	1	1	23222.36	1073	2000	5	2	2	1	2000		N (North), W (West), Lake/Water	1	1	Attached	None	None	299	299	Conventional	N/A	17032310181064	Sold before print				Central Air		Bike Room/Bike Trails, Elevator, Storage, On Site Manager/Engineer, Receiving Room, Service Elevator	Yes	Other	Hardwood Floors, Storage	Yes	Oven/Range, Microwave, Dishwasher, Refrigerator, Refrigerator-Bar, Washer, Dryer, Disposal	Sudler	Lindsay	(312) 587-3280	No				1373750	No	No		Plans	None	2013	117		41	Hardwood					Heat, Air Conditioning, Water, Gas, Parking, Common Insurance, Doorman, TV/Cable, Exterior Maintenance, Scavenger, Snow Removal			Hardwood	Humidifier, TV-Dish, CO Detectors		Hardwood	Hardwood		Full	Hardwood	01/23/2015	2.1	Condo
